       cb1,       sig,       cb2,       kar,       cw2,       cw3,       cv1,         X,         Y 
  0.138405,  0.866783,  0.668156,  0.415479,  0.058642,  2.073299,  7.201500,  0.920220,  0.022755 
  0.138576,  1.398816,  0.666721,  0.399072,  0.324971,  2.651010,  7.004390,  0.920220,  0.022755 
  0.130448,  1.397190,  0.694191,  0.402923,  0.330161,  1.569027,  7.148059,  0.920220,  0.022755 
  0.129092,  0.690645,  0.663628,  0.376718,  0.060031,  2.526573,  7.425082,  0.920220,  0.022755 
  0.132497,  0.680633,  0.619052,  0.370823,  0.062672,  2.371433,  7.312755,  0.920220,  0.022755 
  0.129100,  1.104552,  0.617237,  0.377395,  0.348744,  2.049403,  7.377360,  0.920220,  0.022755 
  0.132630,  1.122652,  0.676061,  0.366422,  0.351233,  1.682896,  7.322130,  0.920220,  0.022755 
  0.132377,  1.399805,  0.655737,  0.369952,  0.254553,  2.036701,  7.393545,  0.920220,  0.022755 
  0.133414,  0.878611,  0.656514,  0.369180,  0.064972,  1.855126,  7.483170,  0.920220,  0.022755 
  0.134381,  0.860727,  0.647800,  0.385703,  0.076004,  2.017191,  6.980453,  0.920220,  0.022755 
  0.135307,  0.869520,  0.620140,  0.385689,  0.092801,  2.535108,  7.449018,  0.920220,  0.022755 
  0.131282,  0.863058,  0.633264,  0.394496,  0.095650,  2.469196,  7.208554,  0.920220,  0.022755 
  0.133884,  0.747100,  0.621226,  0.401168,  0.065873,  1.586918,  7.070797,  0.920220,  0.022755 
  0.138602,  1.249950,  0.644419,  0.390162,  0.345799,  2.426524,  7.205867,  0.920220,  0.022755 
  0.134879,  1.236239,  0.668933,  0.397451,  0.352103,  1.876440,  6.916460,  0.920220,  0.022755 
  0.131855,  1.116257,  0.692319,  0.390504,  0.320453,  2.409378,  7.492696,  0.920220,  0.022755 
  0.139567,  0.740095,  0.676577,  0.373703,  0.076309,  2.660069,  6.933852,  0.920220,  0.022755 
  0.134956,  1.206000,  0.651866,  0.384299,  0.058560,  2.507020,  7.248324,  0.920220,  0.022755 
  0.136707,  0.864710,  0.659210,  0.376477,  0.105801,  2.405745,  7.436030,  0.920220,  0.022755 
  0.134086,  1.253188,  0.649130,  0.361434,  0.254466,  1.725272,  7.282397,  0.920220,  0.022755 
  0.137635,  1.243555,  0.623487,  0.408621,  0.307243,  2.033866,  7.265910,  0.920220,  0.022755 
  0.136448,  0.862082,  0.618666,  0.407787,  0.127382,  1.682590,  7.367410,  0.920220,  0.022755 
  0.139410,  0.693070,  0.648405,  0.393238,  0.090699,  1.765143,  7.199179,  0.920220,  0.022755 
  0.137826,  0.855864,  0.681600,  0.396841,  0.071226,  2.392868,  7.265314,  0.920220,  0.022755 
  0.130831,  0.877554,  0.629569,  0.413192,  0.089661,  2.083530,  7.165717,  0.920220,  0.022755 
  0.135648,  0.810992,  0.613853,  0.401757,  0.350114,  2.144321,  6.957221,  0.920220,  0.022755 
  0.130336,  1.243853,  0.668112,  0.362134,  0.242971,  2.658659,  7.248000,  0.920220,  0.022755 
  0.135619,  1.256277,  0.664371,  0.366943,  0.090074,  2.441580,  7.085912,  0.920220,  0.022755 
  0.137210,  0.753752,  0.654994,  0.401935,  0.057013,  2.600154,  7.359774,  0.920220,  0.022755 
  0.137491,  1.306405,  0.615091,  0.411914,  0.064082,  2.464075,  7.110488,  0.920220,  0.022755 
  0.135132,  0.814474,  0.647391,  0.366763,  0.325236,  1.642992,  7.039002,  0.920220,  0.022755 
  0.132019,  1.256033,  0.695205,  0.372422,  0.109954,  1.831711,  7.332051,  0.920220,  0.022755 
  0.129714,  1.236767,  0.648606,  0.369460,  0.308851,  2.374837,  7.126393,  0.920220,  0.022755 
  0.132399,  1.100650,  0.656906,  0.410188,  0.340216,  2.324953,  6.909915,  0.920220,  0.022755 
  0.136595,  1.251643,  0.652488,  0.368149,  0.162568,  2.214050,  6.977034,  0.920220,  0.022755 
  0.136398,  1.127150,  0.652247,  0.398005,  0.327719,  2.461318,  7.024972,  0.920220,  0.022755 
  0.129048,  1.015053,  0.645761,  0.419634,  0.062590,  1.785013,  6.977451,  0.920220,  0.022755 
  0.130399,  1.249327,  0.611667,  0.417322,  0.278143,  1.869208,  7.366189,  0.920220,  0.022755 
  0.129994,  1.081181,  0.650040,  0.385941,  0.080135,  2.086954,  7.336692,  0.920220,  0.022755 
  0.132469,  1.244815,  0.628216,  0.395324,  0.268103,  1.669558,  7.019900,  0.920220,  0.022755 
  0.139146,  1.105080,  0.631758,  0.408993,  0.314285,  1.614140,  7.190753,  0.920220,  0.022755 
  0.138245,  0.753196,  0.628924,  0.360974,  0.106153,  1.658913,  6.968550,  0.920220,  0.022755 
  0.131351,  1.393708,  0.681533,  0.391961,  0.281155,  2.210889,  7.090093,  0.920220,  0.022755 
  0.129874,  1.110703,  0.640867,  0.417861,  0.288991,  2.390111,  7.396993,  0.920220,  0.022755 
  0.130457,  1.072050,  0.633936,  0.361506,  0.066972,  1.982650,  7.098247,  0.920220,  0.022755 
  0.131511,  1.252131,  0.635024,  0.386735,  0.221370,  1.511159,  7.044145,  0.920220,  0.022755 
  0.129555,  1.203250,  0.636720,  0.391822,  0.078635,  1.906103,  7.021947,  0.920220,  0.022755 
  0.138353,  1.045171,  0.652702,  0.371130,  0.322366,  1.778754,  7.367273,  0.920220,  0.022755 
  0.137686,  1.253608,  0.683788,  0.381615,  0.215188,  2.593141,  7.221622,  0.920220,  0.022755 
  0.134990,  1.098266,  0.632890,  0.380452,  0.335662,  2.596818,  7.061394,  0.920220,  0.022755 
  0.130301,  0.679671,  0.682982,  0.416901,  0.099070,  1.768722,  7.092413,  0.920220,  0.022755 
  0.138203,  1.258431,  0.637438,  0.399893,  0.065338,  2.173611,  7.306577,  0.920220,  0.022755 
  0.134203,  1.142229,  0.650962,  0.376395,  0.335983,  1.631219,  7.210781,  0.920220,  0.022755 
  0.135460,  1.043152,  0.681081,  0.387970,  0.331795,  2.059809,  7.356174,  0.920220,  0.022755 
  0.133480,  0.805004,  0.623925,  0.406358,  0.351757,  2.268101,  7.022220,  0.920220,  0.022755 
  0.129450,  1.257632,  0.653203,  0.419775,  0.159134,  2.139201,  7.490296,  0.920220,  0.022755 
  0.137910,  1.091871,  0.620618,  0.362583,  0.055426,  1.651308,  7.072708,  0.920220,  0.022755 
  0.132209,  0.868165,  0.649280,  0.387509,  0.134276,  1.649415,  6.955360,  0.920220,  0.022755 
  0.137028,  0.879586,  0.624005,  0.364040,  0.109628,  2.384519,  7.410750,  0.920220,  0.022755 
  0.134834,  1.182277,  0.655276,  0.361899,  0.342440,  2.277939,  7.165566,  0.920220,  0.022755 
