       cb1,       sig,       cb2,       kar,       cw2,       cw3,       cv1,         X,         Y 
  0.136276,  0.603281,  0.689926,  0.419583,  0.143644,  2.161060,  7.278223,  0.920220,  0.022755 
  0.139838,  1.389828,  0.645212,  0.417906,  0.268108,  1.765715,  7.268201,  0.920220,  0.022755 
  0.139938,  1.330772,  0.674599,  0.368559,  0.060305,  2.165524,  7.219470,  0.920220,  0.022755 
  0.136218,  0.635228,  0.612316,  0.370511,  0.284574,  1.541202,  7.118483,  0.920220,  0.022755 
  0.139802,  1.341096,  0.689385,  0.404047,  0.234382,  2.552152,  7.425383,  0.920220,  0.022755 
  0.136389,  0.643695,  0.649823,  0.365278,  0.254012,  2.431665,  7.238587,  0.920220,  0.022755 
  0.139987,  1.211969,  0.618330,  0.380625,  0.111770,  1.986390,  7.032629,  0.920220,  0.022755 
  0.139666,  1.370536,  0.651177,  0.384420,  0.083468,  1.642695,  7.393319,  0.920220,  0.022755 
  0.139913,  1.240989,  0.654796,  0.397975,  0.323979,  2.317829,  7.052047,  0.920220,  0.022755 
  0.131110,  0.600883,  0.668545,  0.391588,  0.283149,  1.704493,  7.032253,  0.920220,  0.022755 
  0.136562,  0.657501,  0.644319,  0.400038,  0.113093,  2.553152,  7.332805,  0.920220,  0.022755 
  0.136621,  0.621734,  0.662901,  0.401259,  0.215697,  1.797233,  7.431357,  0.920220,  0.022755 
  0.135932,  0.610272,  0.628058,  0.390232,  0.314565,  2.287500,  6.960199,  0.920220,  0.022755 
  0.139934,  0.617724,  0.611519,  0.399689,  0.137873,  1.756312,  7.404188,  0.920220,  0.022755 
  0.139756,  1.281877,  0.614868,  0.417171,  0.174184,  1.947263,  6.999646,  0.920220,  0.022755 
  0.139495,  1.393933,  0.613566,  0.391688,  0.198233,  2.173883,  6.964362,  0.920220,  0.022755 
  0.136050,  1.374424,  0.620916,  0.362444,  0.341920,  1.731628,  7.034760,  0.920220,  0.022755 
  0.136420,  0.687334,  0.674075,  0.409767,  0.346063,  1.643790,  7.398994,  0.920220,  0.022755 
  0.137217,  1.112188,  0.641900,  0.370325,  0.170043,  2.211209,  6.939074,  0.920220,  0.022755 
  0.134209,  0.601900,  0.629084,  0.366302,  0.097726,  2.396120,  7.439420,  0.920220,  0.022755 
  0.137045,  1.126914,  0.660825,  0.412709,  0.138993,  1.957898,  7.175326,  0.920220,  0.022755 
  0.137120,  1.140815,  0.616415,  0.377823,  0.294089,  2.205220,  7.101074,  0.920220,  0.022755 
  0.131051,  0.636650,  0.623727,  0.387218,  0.305640,  2.206088,  7.477646,  0.920220,  0.022755 
  0.136987,  1.097474,  0.683193,  0.390053,  0.191171,  1.580373,  7.096256,  0.920220,  0.022755 
  0.136394,  1.399258,  0.630259,  0.369711,  0.088628,  2.073659,  7.234868,  0.920220,  0.022755 
  0.137091,  1.053132,  0.666184,  0.396772,  0.118741,  2.275333,  7.018086,  0.920220,  0.022755 
  0.139958,  1.120479,  0.676920,  0.396190,  0.231980,  2.581600,  7.182225,  0.920220,  0.022755 
  0.133311,  1.395275,  0.645828,  0.377288,  0.069179,  1.831196,  7.460545,  0.920220,  0.022755 
  0.137034,  1.149133,  0.699471,  0.412358,  0.224815,  2.000694,  6.982429,  0.920220,  0.022755 
  0.139861,  1.152520,  0.685708,  0.390343,  0.346479,  2.651851,  6.914101,  0.920220,  0.022755 
