       cb1,       sig,       cb2,       kar,       cw2,       cw3,       cv1,         X,         Y 
  0.129683,  0.705976,  0.699033,  0.419047,  0.325860,  1.649950,  6.944770,  1.081270,  0.024199 
  0.130716,  0.700543,  0.610807,  0.363923,  0.058785,  1.507536,  7.126556,  1.081270,  0.024199 
  0.131697,  0.615624,  0.686390,  0.373990,  0.055236,  2.588730,  7.420325,  1.081270,  0.024199 
  0.131606,  0.744682,  0.633755,  0.417826,  0.334538,  2.725674,  7.166858,  1.081270,  0.024199 
  0.139380,  0.600585,  0.636127,  0.365930,  0.275057,  2.450150,  7.319722,  1.081270,  0.024199 
  0.133997,  0.667445,  0.630195,  0.360351,  0.076994,  2.698610,  7.031816,  1.081270,  0.024199 
  0.129502,  1.104384,  0.635085,  0.360824,  0.320962,  2.345129,  7.217051,  1.081270,  0.024199 
  0.138000,  1.103476,  0.659945,  0.360214,  0.352645,  2.417764,  6.935122,  1.081270,  0.024199 
  0.136939,  1.399163,  0.695519,  0.362620,  0.337115,  1.669864,  7.161908,  1.081270,  0.024199 
  0.137712,  0.726907,  0.651765,  0.361314,  0.081675,  2.632217,  7.441969,  1.081270,  0.024199 
  0.129622,  1.329417,  0.677692,  0.364805,  0.087402,  2.087654,  7.402372,  1.081270,  0.024199 
  0.133208,  0.601926,  0.694114,  0.415827,  0.352991,  2.089825,  7.324306,  1.081270,  0.024199 
  0.133081,  0.603674,  0.615340,  0.362820,  0.206513,  2.238996,  7.210392,  1.081270,  0.024199 
  0.129637,  0.617507,  0.619274,  0.395945,  0.347218,  1.718138,  7.286052,  1.081270,  0.024199 
  0.129601,  0.945655,  0.690830,  0.361739,  0.349776,  2.706400,  7.067477,  1.081270,  0.024199 
  0.130679,  0.641555,  0.652831,  0.370653,  0.103108,  2.163965,  7.026989,  1.081270,  0.024199 
  0.129301,  0.654845,  0.615864,  0.418291,  0.065779,  2.405422,  7.469756,  1.081270,  0.024199 
  0.132057,  0.632044,  0.686037,  0.366830,  0.132947,  1.621179,  7.136657,  1.081270,  0.024199 
  0.139939,  0.611600,  0.624642,  0.413542,  0.268991,  2.668674,  6.919368,  1.081270,  0.024199 
  0.131843,  1.152086,  0.617293,  0.364649,  0.341858,  1.958396,  7.482824,  1.081270,  0.024199 
  0.130377,  0.712723,  0.688364,  0.399131,  0.337624,  1.858566,  7.492407,  1.081270,  0.024199 
  0.139252,  0.606601,  0.684932,  0.398891,  0.148891,  1.598919,  7.239766,  1.081270,  0.024199 
  0.129003,  0.698619,  0.672703,  0.360233,  0.146543,  2.218585,  7.273193,  1.081270,  0.024199 
  0.131177,  0.736174,  0.685261,  0.362675,  0.105876,  2.401045,  7.359111,  1.081270,  0.024199 
  0.133252,  1.045233,  0.683468,  0.360122,  0.295573,  1.897824,  7.147770,  1.081270,  0.024199 
  0.139701,  0.751944,  0.665072,  0.363762,  0.202821,  1.661619,  6.985165,  1.081270,  0.024199 
  0.130571,  1.382946,  0.654128,  0.362363,  0.145505,  1.876116,  7.205112,  1.081270,  0.024199 
  0.134775,  0.853392,  0.661737,  0.415073,  0.347577,  2.570524,  7.489325,  1.081270,  0.024199 
  0.132202,  0.729102,  0.666840,  0.403072,  0.346092,  2.537420,  7.017161,  1.081270,  0.024199 
  0.134573,  0.627207,  0.699977,  0.362263,  0.174651,  1.962028,  7.270477,  1.081270,  0.024199 
  0.139850,  1.055028,  0.618600,  0.367212,  0.316986,  2.263751,  7.096054,  1.081270,  0.024199 
  0.130325,  0.627451,  0.674564,  0.414259,  0.217707,  1.565351,  7.024338,  1.081270,  0.024199 
  0.129414,  1.166149,  0.641462,  0.369142,  0.352116,  1.804138,  7.040882,  1.081270,  0.024199 
  0.137875,  0.613361,  0.675751,  0.360699,  0.116691,  2.064545,  7.172720,  1.081270,  0.024199 
  0.139911,  0.789581,  0.631186,  0.369647,  0.091934,  2.644559,  7.226728,  1.081270,  0.024199 
  0.139695,  1.375752,  0.656985,  0.373566,  0.322054,  2.117064,  7.352789,  1.081270,  0.024199 
  0.135396,  1.394976,  0.649445,  0.415703,  0.076628,  2.333164,  6.926056,  1.081270,  0.024199 
  0.137806,  1.384693,  0.663308,  0.378914,  0.342367,  2.060546,  7.038224,  1.081270,  0.024199 
  0.130742,  1.396900,  0.664231,  0.411778,  0.298939,  2.478746,  7.002966,  1.081270,  0.024199 
  0.132967,  0.663137,  0.678434,  0.413386,  0.317820,  1.872089,  7.150457,  1.081270,  0.024199 
  0.129729,  0.827542,  0.683308,  0.407137,  0.330549,  1.931190,  7.116966,  1.081270,  0.024199 
  0.139771,  1.285969,  0.624061,  0.404307,  0.118190,  2.290098,  7.321741,  1.081270,  0.024199 
  0.129540,  1.388880,  0.634111,  0.417534,  0.231174,  1.710505,  7.334255,  1.081270,  0.024199 
  0.136655,  0.900946,  0.611798,  0.419471,  0.069341,  2.253045,  7.038318,  1.081270,  0.024199 
  0.133026,  0.781940,  0.636617,  0.401097,  0.349511,  1.636585,  7.363903,  1.081270,  0.024199 
  0.138234,  0.956181,  0.639705,  0.418347,  0.087639,  1.723915,  7.386007,  1.081270,  0.024199 
  0.130057,  1.385195,  0.698353,  0.373351,  0.163668,  2.703266,  6.934576,  1.081270,  0.024199 
  0.129983,  1.285725,  0.656632,  0.380874,  0.056538,  2.724388,  7.146549,  1.081270,  0.024199 
  0.137909,  0.882046,  0.699476,  0.413335,  0.343901,  1.878846,  7.440662,  1.081270,  0.024199 
  0.132783,  1.035072,  0.694880,  0.365912,  0.322644,  1.708842,  7.406618,  1.081270,  0.024199 
