       cb1,       sig,       cb2,       kar,       cw2,       cw3,       cv1,         X,         Y 
  0.132202,  0.660472,  0.632465,  0.419402,  0.113384,  2.681953,  6.991823,  0.998699,  0.001505 
  0.137581,  0.654918,  0.683674,  0.418742,  0.121553,  2.549124,  7.014143,  0.998699,  0.001505 
  0.138057,  0.671243,  0.646021,  0.417521,  0.144716,  1.509157,  7.495955,  0.998699,  0.001505 
  0.132530,  1.392068,  0.630708,  0.360726,  0.334731,  2.071462,  6.901939,  0.998699,  0.001505 
  0.137118,  0.663941,  0.622584,  0.413837,  0.260305,  1.596820,  7.252043,  0.998699,  0.001505 
  0.136406,  1.395536,  0.625377,  0.365797,  0.064766,  1.513752,  6.999244,  0.998699,  0.001505 
  0.135658,  0.685225,  0.680267,  0.418042,  0.202533,  2.081966,  6.943246,  0.998699,  0.001505 
  0.134131,  1.340897,  0.644264,  0.417140,  0.221735,  2.372616,  7.306417,  0.998699,  0.001505 
  0.134400,  0.774032,  0.664136,  0.360363,  0.137551,  2.747559,  7.463225,  0.998699,  0.001505 
  0.136361,  0.786225,  0.690333,  0.360781,  0.262218,  2.500500,  7.090076,  0.998699,  0.001505 
  0.134943,  1.385971,  0.669265,  0.362633,  0.152076,  2.223636,  7.336611,  0.998699,  0.001505 
  0.130371,  0.651734,  0.676808,  0.413291,  0.312933,  2.337340,  7.427687,  0.998699,  0.001505 
  0.135568,  1.255802,  0.643855,  0.375168,  0.212982,  1.681595,  7.388334,  0.998699,  0.001505 
  0.137568,  0.793623,  0.631630,  0.361301,  0.141248,  2.591971,  7.188473,  0.998699,  0.001505 
  0.130155,  1.138855,  0.633049,  0.418757,  0.194684,  2.060695,  7.203897,  0.998699,  0.001505 
  0.134012,  1.252333,  0.697754,  0.370697,  0.286147,  2.726901,  7.119932,  0.998699,  0.001505 
  0.136721,  1.250057,  0.693731,  0.376389,  0.060899,  2.589607,  7.286575,  0.998699,  0.001505 
  0.139985,  0.643280,  0.616682,  0.415578,  0.287266,  1.777880,  7.387903,  0.998699,  0.001505 
  0.130941,  1.166899,  0.637669,  0.362369,  0.307709,  1.859066,  6.979977,  0.998699,  0.001505 
  0.138836,  1.261885,  0.616184,  0.371484,  0.298827,  1.581195,  7.063510,  0.998699,  0.001505 
  0.138596,  1.131904,  0.677373,  0.418332,  0.332968,  1.746062,  7.150284,  0.998699,  0.001505 
  0.134337,  1.393816,  0.658307,  0.371741,  0.208484,  1.970231,  7.158100,  0.998699,  0.001505 
  0.135669,  1.344081,  0.620746,  0.414794,  0.274960,  2.263507,  7.196964,  0.998699,  0.001505 
  0.136794,  1.176166,  0.657334,  0.362605,  0.174086,  1.671528,  7.472205,  0.998699,  0.001505 
  0.132669,  0.605968,  0.690410,  0.388815,  0.307864,  2.158425,  7.041068,  0.998699,  0.001505 
  0.138929,  1.351383,  0.650473,  0.415308,  0.073254,  2.484569,  7.246396,  0.998699,  0.001505 
  0.131242,  0.880804,  0.670821,  0.390021,  0.070132,  2.097328,  7.074775,  0.998699,  0.001505 
  0.132430,  0.656367,  0.695517,  0.409586,  0.141988,  1.770527,  7.124882,  0.998699,  0.001505 
  0.129297,  1.149950,  0.659960,  0.411367,  0.151059,  2.505752,  6.938943,  0.998699,  0.001505 
  0.130488,  0.687230,  0.692758,  0.415733,  0.336184,  1.879767,  7.317595,  0.998699,  0.001505 
  0.138327,  0.600766,  0.685753,  0.372101,  0.277667,  1.611788,  7.213178,  0.998699,  0.001505 
  0.134326,  1.230629,  0.651323,  0.419791,  0.142530,  2.008001,  7.277991,  0.998699,  0.001505 
  0.138911,  1.140399,  0.635546,  0.409531,  0.120243,  2.423647,  7.038963,  0.998699,  0.001505 
  0.133416,  1.146252,  0.610260,  0.415079,  0.316596,  1.941740,  7.226914,  0.998699,  0.001505 
  0.131990,  1.336711,  0.693607,  0.415218,  0.210431,  2.193700,  7.421609,  0.998699,  0.001505 
  0.131540,  0.798784,  0.648095,  0.362687,  0.348531,  2.423253,  7.170248,  0.998699,  0.001505 
  0.131581,  1.387963,  0.695977,  0.368078,  0.234232,  2.679721,  6.953663,  0.998699,  0.001505 
  0.136902,  0.999933,  0.681598,  0.360601,  0.058408,  1.716914,  7.015178,  0.998699,  0.001505 
  0.134161,  0.875602,  0.655928,  0.388227,  0.292334,  1.582902,  7.367479,  0.998699,  0.001505 
  0.132775,  0.648943,  0.649903,  0.411503,  0.216341,  2.429555,  6.926335,  0.998699,  0.001505 
  0.136081,  1.253959,  0.672448,  0.367842,  0.329426,  2.285784,  7.294571,  0.998699,  0.001505 
  0.139895,  1.237268,  0.674798,  0.372704,  0.290144,  2.505314,  7.155686,  0.998699,  0.001505 
  0.133266,  0.932423,  0.670000,  0.418921,  0.204719,  1.828342,  7.352702,  0.998699,  0.001505 
  0.139877,  0.941825,  0.630982,  0.416608,  0.130427,  1.645356,  6.933512,  0.998699,  0.001505 
  0.132891,  0.672665,  0.658897,  0.408371,  0.340817,  2.174706,  7.362013,  0.998699,  0.001505 
  0.135169,  0.639175,  0.644685,  0.415058,  0.184528,  2.575602,  7.334082,  0.998699,  0.001505 
  0.136844,  1.135766,  0.686977,  0.413269,  0.294024,  2.492753,  7.308033,  0.998699,  0.001505 
  0.131720,  1.358537,  0.616273,  0.417660,  0.343728,  2.280532,  6.972190,  0.998699,  0.001505 
  0.129984,  1.161250,  0.685486,  0.363575,  0.271105,  2.271647,  7.458369,  0.998699,  0.001505 
  0.136692,  0.954574,  0.618209,  0.418702,  0.178984,  1.505918,  7.410345,  0.998699,  0.001505 
  0.134236,  1.086803,  0.687631,  0.376917,  0.150740,  1.855477,  6.966881,  0.998699,  0.001505 
  0.132155,  0.601389,  0.675432,  0.365033,  0.346951,  2.465049,  6.964560,  0.998699,  0.001505 
  0.138181,  1.080205,  0.619813,  0.379080,  0.291141,  1.852588,  7.288831,  0.998699,  0.001505 
  0.134722,  0.603936,  0.668629,  0.383186,  0.268304,  1.703740,  7.058870,  0.998699,  0.001505 
  0.137434,  0.881048,  0.647556,  0.384366,  0.115989,  1.693105,  7.252316,  0.998699,  0.001505 
  0.130078,  0.959207,  0.625294,  0.419141,  0.099828,  2.106081,  7.295454,  0.998699,  0.001505 
  0.135976,  1.387719,  0.638591,  0.370134,  0.185762,  2.526234,  7.199802,  0.998699,  0.001505 
  0.134183,  1.263361,  0.641062,  0.365529,  0.253568,  2.560240,  7.238702,  0.998699,  0.001505 
  0.136064,  0.889096,  0.628922,  0.388115,  0.095167,  2.713159,  7.448111,  0.998699,  0.001505 
  0.129354,  0.892564,  0.626143,  0.391911,  0.176936,  1.615946,  7.345712,  0.998699,  0.001505 
