       cb1,       sig,       cb2,       kar,       cw2,       cw3,       cv1,         X,         Y 
  0.136203,  0.941742,  0.659273,  0.383810,  0.289668,  2.743468,  7.108407,  0.998699,  0.001505 
  0.132017,  1.034248,  0.664532,  0.408781,  0.233223,  2.286551,  6.986254,  0.998699,  0.001505 
  0.136316,  1.037581,  0.618008,  0.365378,  0.188917,  2.355439,  6.924365,  0.998699,  0.001505 
  0.132436,  0.934020,  0.689179,  0.364099,  0.327482,  2.691649,  7.430789,  0.998699,  0.001505 
  0.131151,  1.035549,  0.632600,  0.416111,  0.228607,  2.217576,  7.134966,  0.998699,  0.001505 
  0.138728,  1.033476,  0.631090,  0.361716,  0.109863,  2.386644,  6.966807,  0.998699,  0.001505 
  0.135631,  1.032338,  0.653571,  0.394681,  0.196692,  2.224928,  7.374029,  0.998699,  0.001505 
  0.131703,  1.072454,  0.610503,  0.369797,  0.237847,  2.447741,  6.938625,  0.998699,  0.001505 
  0.135763,  1.075177,  0.650098,  0.381133,  0.316739,  2.465729,  7.345639,  0.998699,  0.001505 
  0.137536,  1.047742,  0.612082,  0.415318,  0.103818,  2.271145,  7.191029,  0.998699,  0.001505 
  0.130196,  0.954830,  0.629247,  0.370905,  0.149431,  2.680007,  7.269548,  0.998699,  0.001505 
  0.129412,  0.737220,  0.663466,  0.376194,  0.153216,  1.602839,  7.310740,  0.998699,  0.001505 
  0.138073,  0.748154,  0.638866,  0.409721,  0.199196,  2.523762,  7.053149,  0.998699,  0.001505 
  0.132041,  1.063652,  0.656492,  0.402499,  0.252930,  2.420781,  7.450788,  0.998699,  0.001505 
  0.134870,  1.198022,  0.693448,  0.394163,  0.136798,  2.093237,  7.243542,  0.998699,  0.001505 
  0.137260,  0.790627,  0.681524,  0.397935,  0.160235,  1.830247,  7.362032,  0.998699,  0.001505 
  0.133441,  0.748926,  0.677060,  0.419002,  0.251281,  2.557944,  7.431643,  0.998699,  0.001505 
  0.131765,  0.798675,  0.693274,  0.392463,  0.179412,  1.735975,  6.943266,  0.998699,  0.001505 
  0.131737,  0.807007,  0.633526,  0.394299,  0.327363,  1.644023,  7.411644,  0.998699,  0.001505 
  0.130260,  1.314368,  0.662931,  0.407625,  0.346476,  2.665871,  6.997152,  0.998699,  0.001505 
  0.132569,  1.089768,  0.637644,  0.398129,  0.219081,  2.726968,  7.326767,  0.998699,  0.001505 
  0.137760,  1.176462,  0.688476,  0.392257,  0.055640,  2.685434,  7.369388,  0.998699,  0.001505 
  0.137336,  0.740553,  0.637852,  0.389019,  0.108865,  1.605727,  6.940486,  0.998699,  0.001505 
  0.137190,  1.063146,  0.635386,  0.385990,  0.298522,  2.323139,  7.364719,  0.998699,  0.001505 
  0.133936,  0.814323,  0.644700,  0.385784,  0.254008,  1.577104,  7.155548,  0.998699,  0.001505 
  0.129422,  1.298558,  0.665489,  0.390211,  0.239537,  2.704034,  7.246466,  0.998699,  0.001505 
  0.136546,  1.357876,  0.677320,  0.417178,  0.101647,  1.543054,  6.933711,  0.998699,  0.001505 
  0.134648,  1.087370,  0.695643,  0.370144,  0.199460,  2.285851,  7.079277,  0.998699,  0.001505 
  0.132094,  0.944669,  0.643151,  0.415083,  0.174466,  2.623593,  7.193773,  0.998699,  0.001505 
  0.129152,  1.188023,  0.669913,  0.415743,  0.270991,  2.122647,  7.284210,  0.998699,  0.001505 
