VARIABLES = "X", "Y", "obj_func", "sens_cb1", sens_sig", "sens_cb2","sens_kar", "sens_cw2", sens_cw3", "sens_cv1", "sens_x", "sens_y"
1.058825E+00      1.651017E-03      -8.618158E-01     7.668689E+00      6.362425E-01      1.058717E-01      3.742132E+00      3.767832E-01      -8.129974E-02     1.089529E-02      5.108279E+00      2.505515E+01      
1.058825E+00      1.651017E-03      -5.129713E-01     7.377055E+00      2.124025E-01      1.183351E-01      3.315936E+00      2.849048E-01      -6.496666E-02     1.892964E-02      5.062467E+00      4.240653E+01      
1.058825E+00      1.651017E-03      -6.623056E-01     7.994223E+00      4.155422E-01      9.867742E-02      3.027938E+00      2.809106E-01      -4.099977E-02     1.395930E-02      5.000984E+00      3.545589E+01      
1.058825E+00      1.651017E-03      1.058825E+00      7.731032E+00      4.765415E-01      9.340364E-02      3.073483E+00      2.990865E-01      -9.271170E-02     1.308599E-02      -2.697226E+00     -2.096555E+01     
1.058825E+00      1.651017E-03      -5.589921E-01     7.125987E+00      1.828246E-01      1.050780E-01      3.404475E+00      2.287490E-01      -1.111373E-01     1.361676E-02      4.824587E+00      2.790025E+01      
1.058825E+00      1.651017E-03      -7.472807E-01     7.348167E+00      3.079180E-01      8.705228E-02      3.781695E+00      3.024129E-02      -2.374785E-02     1.072899E-02      5.125149E+00      4.015577E+01      
1.058825E+00      1.651017E-03      -7.998204E-01     7.890107E+00      5.813891E-01      9.425636E-02      3.263032E+00      3.453830E-01      -8.765565E-02     9.578924E-03      4.886898E+00      1.898712E+01      
1.058825E+00      1.651017E-03      -6.020700E-01     6.848270E+00      1.796579E-01      1.137256E-01      3.956403E+00      2.714234E-01      -1.215676E-01     1.467289E-02      5.088730E+00      3.339877E+01      
1.058825E+00      1.651017E-03      -6.064500E-01     7.799662E+00      3.499307E-01      1.036793E-01      3.198537E+00      3.021263E-01      -6.234537E-02     1.544765E-02      5.124988E+00      3.578821E+01      
1.058825E+00      1.651017E-03      -7.604429E-01     8.252421E+00      7.818115E-01      1.095553E-01      2.939868E+00      4.016903E-01      -6.114692E-02     1.219587E-02      5.026999E+00      2.491615E+01      
1.058825E+00      1.651017E-03      -5.123843E-01     7.540887E+00      2.469476E-01      1.171773E-01      3.184440E+00      3.259018E-01      -1.267723E-01     1.745808E-02      4.885555E+00      2.231545E+01      
1.058825E+00      1.651017E-03      -5.169249E-01     7.545667E+00      3.468874E-01      1.242266E-01      3.272756E+00      3.571439E-01      -1.278259E-01     1.817264E-02      5.108752E+00      2.121363E+01      
1.058825E+00      1.651017E-03      -7.672730E-01     7.677333E+00      4.749648E-01      1.035925E-01      3.588778E+00      3.443899E-01      -8.585026E-02     1.209073E-02      5.091288E+00      2.670552E+01      
1.058825E+00      1.651017E-03      -5.810336E-01     6.890427E+00      1.720781E-01      1.048858E-01      3.661319E+00      2.221258E-01      -8.920347E-02     1.626059E-02      5.007143E+00      3.783448E+01      
1.058825E+00      1.651017E-03      -8.022694E-01     7.099388E+00      2.713058E-01      8.415961E-02      3.854382E+00      9.340475E-02      -4.682289E-02     9.181569E-03      4.884809E+00      3.431460E+01      
1.058825E+00      1.651017E-03      -7.391679E-01     7.896539E+00      5.982187E-01      8.994391E-02      3.045130E+00      2.734814E-01      -4.228111E-02     1.245403E-02      5.081713E+00      3.153576E+01      
1.058825E+00      1.651017E-03      -4.903483E-01     7.436644E+00      2.294026E-01      9.955305E-02      2.882816E+00      2.292021E-01      -9.761097E-02     1.540795E-02      4.795136E+00      2.499522E+01      
1.058825E+00      1.651017E-03      -5.610391E-01     7.535623E+00      3.159318E-01      1.051823E-01      3.108640E+00      3.115722E-01      -1.023646E-01     1.610325E-02      4.974289E+00      2.499162E+01      
1.058825E+00      1.651017E-03      -8.529392E-01     7.929192E+00      6.455324E-01      9.325548E-02      3.409732E+00      3.403685E-01      -4.263941E-02     1.030669E-02      5.037721E+00      3.100496E+01      
1.058825E+00      1.651017E-03      -6.016607E-01     7.092162E+00      2.372011E-01      1.117209E-01      3.721507E+00      2.721686E-01      -1.049148E-01     1.435267E-02      5.114582E+00      3.246521E+01      
1.058825E+00      1.651017E-03      -6.748901E-01     7.664008E+00      3.745541E-01      1.066337E-01      3.480238E+00      3.364684E-01      -1.032960E-01     1.346029E-02      5.057385E+00      2.475611E+01      
1.058825E+00      1.651017E-03      -7.653720E-01     7.411769E+00      3.893686E-01      1.140951E-01      4.043417E+00      3.227444E-01      -7.356491E-02     1.185814E-02      5.300714E+00      3.674465E+01      
1.058825E+00      1.651017E-03      -5.253339E-01     7.354626E+00      1.753895E-01      1.209714E-01      3.385140E+00      2.877148E-01      -8.022541E-02     1.842833E-02      4.944664E+00      3.955900E+01      
1.058825E+00      1.651017E-03      -4.369774E-01     7.660510E+00      2.876285E-01      1.188539E-01      3.006714E+00      3.499256E-01      -1.128630E-01     1.902970E-02      5.063817E+00      2.553698E+01      
1.058825E+00      1.651017E-03      -6.642419E-01     7.943589E+00      5.479550E-01      9.803695E-02      2.876301E+00      3.555862E-01      -1.054745E-01     1.233386E-02      4.878364E+00      1.321303E+01      
1.058825E+00      1.651017E-03      -5.896874E-01     7.303607E+00      2.286470E-01      9.987462E-02      3.400330E+00      1.885442E-01      -8.040747E-02     1.369020E-02      4.981370E+00      3.329544E+01      
1.058825E+00      1.651017E-03      -7.508176E-01     7.445424E+00      3.341440E-01      9.285046E-02      3.654240E+00      2.388910E-01      -7.931503E-02     9.690639E-03      4.974937E+00      2.913548E+01      
1.058825E+00      1.651017E-03      -8.801025E-01     7.616918E+00      7.018612E-01      7.966513E-02      3.408479E+00      1.987771E-01      -4.445709E-02     7.990291E-03      5.045714E+00      2.707063E+01      
1.058825E+00      1.651017E-03      -7.341374E-01     6.926298E+00      2.053548E-01      9.703946E-02      4.061688E+00      2.110646E-01      -5.442134E-02     1.308624E-02      5.067370E+00      4.150356E+01      
1.058825E+00      1.651017E-03      -5.671898E-01     7.796451E+00      4.147000E-01      1.111230E-01      2.999636E+00      3.547492E-01      -1.033369E-01     1.604455E-02      5.028209E+00      2.176384E+01      
1.058825E+00      1.651017E-03      -6.481187E-01     8.075299E+00      4.863159E-01      9.545409E-02      2.746970E+00      3.470988E-01      -8.552301E-02     1.399839E-02      4.819180E+00      1.948345E+01      
1.058825E+00      1.651017E-03      -5.239735E-01     7.130272E+00      1.579642E-01      1.169306E-01      3.548490E+00      2.248366E-01      -2.808425E-02     1.873272E-02      5.057127E+00      4.976990E+01      
1.058825E+00      1.651017E-03      -5.720220E-01     7.472239E+00      2.703571E-01      1.175145E-01      3.401373E+00      3.203983E-01      -9.881260E-02     1.735662E-02      5.047040E+00      3.088276E+01      
1.058825E+00      1.651017E-03      -7.329540E-01     7.746313E+00      5.164461E-01      1.114974E-01      3.627284E+00      3.761860E-01      -1.015916E-01     1.329398E-02      5.216823E+00      2.399575E+01      
1.058825E+00      1.651017E-03      -6.334997E-01     6.968137E+00      1.761053E-01      1.126707E-01      3.729535E+00      2.536143E-01      -7.922402E-02     1.595056E-02      4.934239E+00      3.964817E+01      
1.058825E+00      1.651017E-03      -1.193071E-01     7.217708E+00      3.383185E-01      9.696859E-02      3.874163E+00      2.384787E-01      -7.062573E-02     1.222105E-02      1.224487E+00      -1.058825E+00     
1.058825E+00      1.651017E-03      -8.055514E-01     7.959302E+00      7.709157E-01      8.186704E-02      2.760405E+00      3.259835E-01      -9.294380E-02     8.117901E-03      4.671341E+00      7.571671E+00      
1.058825E+00      1.651017E-03      -4.502104E-01     7.575704E+00      2.637274E-01      1.035602E-01      2.785996E+00      2.993198E-01      -1.068562E-01     1.673544E-02      4.866702E+00      2.232412E+01      
