       cb1,       sig,       cb2,       kar,       cw2,       cw3,       cv1,         X,         Y 
  0.130127,  0.642555,  0.650826,  0.364374,  0.064086,  2.599052,  6.905925,  1.058759,  0.001602 
  0.139369,  1.382138,  0.621249,  0.393095,  0.108404,  1.549018,  7.031045,  1.058759,  0.001602 
  0.131041,  0.606768,  0.633477,  0.397183,  0.077621,  2.358995,  7.138515,  1.058759,  0.001602 
  0.131528,  0.692771,  0.647936,  0.372561,  0.065274,  2.668596,  7.268438,  1.058759,  0.001602 
  0.133768,  0.708033,  0.614279,  0.365124,  0.106971,  2.699582,  7.430085,  1.058759,  0.001602 
  0.129425,  1.021400,  0.657179,  0.363454,  0.335036,  2.454974,  7.480580,  1.058759,  0.001602 
  0.130506,  0.720958,  0.628633,  0.371340,  0.088185,  2.592443,  7.077446,  1.058759,  0.001602 
  0.129925,  0.660601,  0.698905,  0.394730,  0.120649,  2.471824,  7.488518,  1.058759,  0.001602 
  0.137222,  1.173430,  0.661328,  0.361191,  0.352079,  2.227654,  7.008923,  1.058759,  0.001602 
  0.139171,  1.358889,  0.649059,  0.412662,  0.184832,  1.807194,  6.972669,  1.058759,  0.001602 
  0.131932,  1.229478,  0.693768,  0.361973,  0.349352,  1.650643,  7.456773,  1.058759,  0.001602 
  0.132662,  0.738618,  0.617039,  0.400160,  0.076041,  2.647369,  7.480325,  1.058759,  0.001602 
  0.129292,  0.709069,  0.666293,  0.409189,  0.103661,  2.308577,  7.465932,  1.058759,  0.001602 
  0.129501,  0.903491,  0.624272,  0.400821,  0.056331,  2.737877,  7.106576,  1.058759,  0.001602 
  0.131838,  0.653834,  0.698364,  0.410613,  0.058924,  2.034777,  7.207760,  1.058759,  0.001602 
  0.130469,  0.632252,  0.661541,  0.384974,  0.109706,  2.366610,  7.401572,  1.058759,  0.001602 
  0.137105,  1.351654,  0.626894,  0.401706,  0.058516,  1.609897,  7.261861,  1.058759,  0.001602 
  0.138741,  1.347692,  0.619647,  0.365068,  0.343198,  1.938711,  7.214225,  1.058759,  0.001602 
  0.129909,  1.373379,  0.622222,  0.363575,  0.242589,  1.615149,  7.052475,  1.058759,  0.001602 
  0.139275,  0.603842,  0.663170,  0.367153,  0.251076,  2.098806,  7.433073,  1.058759,  0.001602 
  0.129222,  1.392197,  0.688018,  0.411366,  0.342241,  2.562638,  7.020356,  1.058759,  0.001602 
  0.132391,  0.710350,  0.636368,  0.390950,  0.069907,  2.482415,  7.355222,  1.058759,  0.001602 
  0.137209,  0.609024,  0.619273,  0.411224,  0.203937,  2.666407,  6.925888,  1.058759,  0.001602 
  0.129132,  0.737175,  0.683243,  0.419031,  0.080613,  1.562279,  7.444797,  1.058759,  0.001602 
  0.133096,  0.602927,  0.693260,  0.386184,  0.138377,  2.635903,  7.408893,  1.058759,  0.001602 
  0.136789,  0.745568,  0.665394,  0.362001,  0.257760,  2.734814,  7.227771,  1.058759,  0.001602 
  0.139742,  0.661638,  0.673480,  0.375667,  0.083442,  2.748162,  7.418792,  1.058759,  0.001602 
  0.138572,  1.253864,  0.648366,  0.406761,  0.336827,  2.717832,  7.243169,  1.058759,  0.001602 
  0.136896,  1.329585,  0.686814,  0.362605,  0.210776,  1.527004,  6.981577,  1.058759,  0.001602 
  0.138465,  0.630342,  0.614418,  0.408407,  0.090737,  2.116357,  7.154129,  1.058759,  0.001602 
