       cb1,       sig,       cb2,       kar,       cw2,       cw3,       cv1,         X,         Y 
  0.136228,  1.346741,  0.683342,  0.408488,  0.076138,  2.738939,  7.048534,  1.058759,  0.001602 
  0.129808,  0.873724,  0.671182,  0.364795,  0.087740,  1.523366,  7.234344,  1.058759,  0.001602 
  0.138666,  0.758642,  0.672073,  0.360835,  0.067972,  1.686132,  7.004828,  1.058759,  0.001602 
  0.139485,  1.358853,  0.674336,  0.401750,  0.088530,  2.677081,  7.020733,  1.058759,  0.001602 
  0.131167,  0.714561,  0.618557,  0.360986,  0.124030,  1.540960,  7.145732,  1.058759,  0.001602 
  0.129556,  0.634451,  0.636845,  0.370207,  0.080595,  1.601838,  7.311822,  1.058759,  0.001602 
  0.139367,  0.680117,  0.656959,  0.364615,  0.142935,  1.580699,  6.937077,  1.058759,  0.001602 
  0.137187,  1.391531,  0.649056,  0.404118,  0.094029,  2.608893,  7.408789,  1.058759,  0.001602 
  0.131938,  1.362186,  0.623443,  0.414121,  0.120570,  2.669422,  7.418875,  1.058759,  0.001602 
  0.130587,  0.638759,  0.663781,  0.395482,  0.341124,  1.568314,  7.361476,  1.058759,  0.001602 
  0.139038,  0.732770,  0.681752,  0.409684,  0.348207,  2.673580,  7.244969,  1.058759,  0.001602 
  0.129022,  0.774493,  0.641504,  0.366414,  0.084276,  1.695629,  7.476381,  1.058759,  0.001602 
  0.139656,  1.366210,  0.697546,  0.372374,  0.341165,  2.593926,  7.459176,  1.058759,  0.001602 
  0.138108,  0.604496,  0.685415,  0.413261,  0.344991,  1.740987,  7.499298,  1.058759,  0.001602 
  0.136496,  0.671437,  0.680519,  0.370454,  0.130544,  1.546404,  7.453867,  1.058759,  0.001602 
  0.137415,  1.305875,  0.628389,  0.372480,  0.064451,  2.672923,  7.192563,  1.058759,  0.001602 
  0.132516,  1.388180,  0.694917,  0.418661,  0.143261,  2.616027,  7.037953,  1.058759,  0.001602 
  0.137129,  0.857222,  0.690902,  0.364735,  0.066083,  1.708802,  7.440053,  1.058759,  0.001602 
  0.138114,  1.360682,  0.656077,  0.361277,  0.081349,  2.533353,  7.488414,  1.058759,  0.001602 
  0.129326,  0.601286,  0.677764,  0.419278,  0.208597,  1.595142,  7.010108,  1.058759,  0.001602 
  0.138451,  0.626647,  0.681053,  0.365484,  0.094925,  1.984178,  7.161241,  1.058759,  0.001602 
  0.130117,  1.253178,  0.635482,  0.403336,  0.099809,  2.667890,  6.998276,  1.058759,  0.001602 
  0.133102,  1.247569,  0.651431,  0.371453,  0.335812,  2.749180,  7.010431,  1.058759,  0.001602 
  0.129138,  1.339059,  0.659294,  0.400616,  0.097184,  2.543787,  7.344932,  1.058759,  0.001602 
  0.136148,  1.279475,  0.662500,  0.417354,  0.138519,  2.657955,  7.223949,  1.058759,  0.001602 
  0.129645,  0.752766,  0.617050,  0.417330,  0.337135,  2.251413,  7.350118,  1.058759,  0.001602 
  0.138750,  1.204242,  0.678541,  0.415555,  0.125231,  2.647145,  7.077342,  1.058759,  0.001602 
  0.135381,  0.644125,  0.658090,  0.371674,  0.105631,  1.718869,  7.231779,  1.058759,  0.001602 
  0.137765,  0.618884,  0.624826,  0.405860,  0.225861,  1.524285,  7.419730,  1.058759,  0.001602 
  0.137651,  0.678166,  0.676715,  0.401393,  0.332226,  2.604079,  7.341067,  1.058759,  0.001602 
  0.130327,  1.386897,  0.654317,  0.379935,  0.327222,  1.614005,  7.219617,  1.058759,  0.001602 
  0.136400,  1.351600,  0.652149,  0.390772,  0.339390,  1.500083,  7.292217,  1.058759,  0.001602 
  0.130111,  0.719235,  0.659922,  0.363428,  0.074611,  1.997089,  7.035769,  1.058759,  0.001602 
