       cb1,       sig,       cb2,       kar,       cw2,       cw3,       cv1,         X,         Y 
  0.133554,  0.664393,  0.619732,  0.419678,  0.245783,  1.913836,  6.997186,  1.058759,  0.001602 
  0.133866,  1.394892,  0.623159,  0.360017,  0.080266,  2.459466,  6.915973,  1.058759,  0.001602 
  0.136979,  0.686829,  0.683339,  0.418360,  0.340530,  2.466075,  6.946433,  1.058759,  0.001602 
  0.139379,  0.674193,  0.668150,  0.416788,  0.242384,  2.222605,  7.489415,  1.058759,  0.001602 
  0.129974,  0.694470,  0.694652,  0.418799,  0.202022,  2.581705,  7.150503,  1.058759,  0.001602 
  0.135556,  0.778080,  0.630787,  0.360068,  0.099195,  1.734719,  7.080784,  1.058759,  0.001602 
  0.129764,  0.679802,  0.629578,  0.416006,  0.067931,  2.069835,  7.310501,  1.058759,  0.001602 
  0.131758,  0.775763,  0.693293,  0.360861,  0.221562,  1.977384,  7.462605,  1.058759,  0.001602 
  0.135793,  1.396928,  0.657934,  0.365245,  0.304792,  2.220434,  6.989952,  1.058759,  0.001602 
  0.135675,  0.600952,  0.625477,  0.393558,  0.251730,  2.040424,  7.492130,  1.058759,  0.001602 
  0.134119,  0.607938,  0.630416,  0.389155,  0.135119,  2.549362,  7.038953,  1.058759,  0.001602 
  0.136263,  1.388795,  0.690309,  0.363658,  0.217695,  2.609015,  7.328806,  1.058759,  0.001602 
  0.129345,  0.750112,  0.629397,  0.361384,  0.343888,  2.404759,  7.134749,  1.058759,  0.001602 
  0.137341,  0.648542,  0.662240,  0.415919,  0.208108,  2.737118,  7.381514,  1.058759,  0.001602 
  0.133754,  1.036455,  0.660250,  0.360429,  0.259135,  2.017491,  7.181537,  1.058759,  0.001602 
  0.137252,  1.239026,  0.697886,  0.372977,  0.215419,  1.732355,  7.181810,  1.058759,  0.001602 
  0.131597,  0.655781,  0.686496,  0.413564,  0.115885,  1.569223,  7.425845,  1.058759,  0.001602 
  0.135198,  0.759501,  0.655703,  0.362701,  0.255573,  2.506690,  7.055073,  1.058759,  0.001602 
  0.134572,  0.666552,  0.654507,  0.413125,  0.084177,  2.082746,  7.250567,  1.058759,  0.001602 
  0.133315,  1.249751,  0.689756,  0.371219,  0.062402,  2.135073,  7.490499,  1.058759,  0.001602 
  0.131807,  1.399204,  0.672403,  0.371189,  0.342789,  2.352607,  7.150273,  1.058759,  0.001602 
  0.135032,  1.002634,  0.684030,  0.360941,  0.298927,  2.676589,  7.041079,  1.058759,  0.001602 
  0.132536,  0.638909,  0.639385,  0.417236,  0.186126,  2.139625,  7.436276,  1.058759,  0.001602 
  0.130047,  1.237034,  0.665322,  0.374871,  0.288648,  1.549878,  7.239238,  1.058759,  0.001602 
  0.137128,  0.731781,  0.613580,  0.360260,  0.172021,  2.005920,  7.319769,  1.058759,  0.001602 
  0.132458,  1.229393,  0.657272,  0.374348,  0.183521,  1.649550,  7.186329,  1.058759,  0.001602 
  0.129109,  1.351118,  0.660933,  0.418235,  0.071717,  1.508651,  6.986245,  1.058759,  0.001602 
  0.131551,  0.965323,  0.657822,  0.419642,  0.180040,  2.488833,  7.300595,  1.058759,  0.001602 
  0.130240,  1.111240,  0.611653,  0.419097,  0.103066,  1.537465,  7.077882,  1.058759,  0.001602 
  0.130440,  1.020680,  0.666791,  0.362002,  0.157956,  1.925215,  7.284546,  1.058759,  0.001602 
  0.138261,  1.313806,  0.629449,  0.391696,  0.090524,  1.897818,  7.282643,  1.058759,  0.001602 
  0.135076,  1.300845,  0.686043,  0.392608,  0.166570,  2.583429,  7.395285,  1.058759,  0.001602 
  0.130805,  1.219309,  0.611956,  0.371498,  0.186228,  1.871164,  7.410335,  1.058759,  0.001602 
  0.134796,  0.705241,  0.626718,  0.416668,  0.112649,  2.375611,  7.094082,  1.058759,  0.001602 
  0.132384,  1.255401,  0.639632,  0.369988,  0.201839,  1.954232,  7.123097,  1.058759,  0.001602 
  0.135736,  1.367335,  0.688592,  0.419842,  0.096834,  1.880268,  7.494723,  1.058759,  0.001602 
  0.137481,  1.067380,  0.616782,  0.379759,  0.056900,  1.549484,  7.425162,  1.058759,  0.001602 
  0.136621,  1.049054,  0.664357,  0.360847,  0.067691,  2.628376,  7.230538,  1.058759,  0.001602 
  0.134018,  0.785960,  0.682153,  0.364158,  0.260906,  1.545064,  7.273239,  1.058759,  0.001602 
  0.139659,  1.227600,  0.623810,  0.369313,  0.104141,  2.698210,  7.295466,  1.058759,  0.001602 
  0.132659,  1.057707,  0.697100,  0.379502,  0.240979,  2.693789,  7.373748,  1.058759,  0.001602 
  0.132295,  1.344944,  0.611328,  0.416363,  0.292759,  1.601084,  7.288821,  1.058759,  0.001602 
  0.133464,  1.339534,  0.637806,  0.415794,  0.348631,  2.579867,  7.413805,  1.058759,  0.001602 
  0.138824,  0.795593,  0.620624,  0.361866,  0.226243,  1.822234,  7.190682,  1.058759,  0.001602 
  0.129509,  1.314258,  0.647221,  0.395607,  0.351362,  1.993201,  7.221135,  1.058759,  0.001602 
  0.134886,  0.947521,  0.648820,  0.417928,  0.153763,  2.227332,  7.401054,  1.058759,  0.001602 
  0.136276,  1.063402,  0.645043,  0.383434,  0.295996,  1.649944,  6.911519,  1.058759,  0.001602 
  0.139853,  1.123759,  0.685939,  0.417619,  0.064715,  2.711050,  7.159677,  1.058759,  0.001602 
  0.139019,  1.393510,  0.655484,  0.374604,  0.206500,  1.798819,  7.240876,  1.058759,  0.001602 
  0.129627,  1.043567,  0.668878,  0.382438,  0.298747,  2.226692,  7.302348,  1.058759,  0.001602 
  0.135763,  1.308243,  0.623616,  0.396228,  0.125695,  1.661323,  7.156135,  1.058759,  0.001602 
  0.138225,  1.265932,  0.660720,  0.371756,  0.112974,  2.192800,  7.066675,  1.058759,  0.001602 
  0.137932,  1.099327,  0.665581,  0.418828,  0.133837,  1.691549,  6.935513,  1.058759,  0.001602 
