       cb1,       sig,       cb2,       kar,       cw2,       cw3,       cv1,         X,         Y 
  0.139595,  1.184383,  0.637477,  0.361036,  0.211371,  2.436035,  6.958784,  1.095596,  0.001101 
  0.133243,  0.603658,  0.643895,  0.363464,  0.068352,  1.524221,  6.963518,  1.095596,  0.001101 
  0.132910,  1.187471,  0.614807,  0.365256,  0.347769,  2.254450,  7.292034,  1.095596,  0.001101 
  0.133766,  1.179343,  0.665292,  0.363166,  0.173126,  2.639897,  7.031628,  1.095596,  0.001101 
  0.138454,  0.866260,  0.660766,  0.416146,  0.105836,  2.505317,  7.440323,  1.095596,  0.001101 
  0.132258,  1.265874,  0.663381,  0.362696,  0.096990,  2.102888,  7.237380,  1.095596,  0.001101 
  0.138406,  0.600569,  0.697698,  0.365659,  0.338765,  2.028092,  7.324670,  1.095596,  0.001101 
  0.138099,  1.274166,  0.687671,  0.360790,  0.279706,  2.667826,  7.261991,  1.095596,  0.001101 
  0.130830,  0.610202,  0.616143,  0.363978,  0.246814,  2.170769,  6.920099,  1.095596,  0.001101 
  0.133725,  1.117563,  0.677038,  0.417545,  0.220693,  1.938635,  7.207797,  1.095596,  0.001101 
  0.135686,  1.255469,  0.641199,  0.361304,  0.066133,  1.983582,  7.289161,  1.095596,  0.001101 
  0.136740,  0.853376,  0.611166,  0.414561,  0.304008,  2.207795,  7.418556,  1.095596,  0.001101 
  0.134787,  1.181375,  0.698085,  0.368394,  0.149157,  1.917408,  7.466242,  1.095596,  0.001101 
  0.137531,  1.186090,  0.661820,  0.371993,  0.278525,  2.360451,  7.114644,  1.095596,  0.001101 
  0.130936,  1.196007,  0.680776,  0.360372,  0.074682,  2.331040,  7.101153,  1.095596,  0.001101 
  0.138955,  1.262745,  0.626556,  0.364976,  0.261339,  1.897976,  6.985464,  1.095596,  0.001101 
  0.132544,  0.857684,  0.646975,  0.407373,  0.277806,  1.786811,  7.222265,  1.095596,  0.001101 
  0.131855,  0.849881,  0.639551,  0.416680,  0.081697,  2.421023,  7.059659,  1.095596,  0.001101 
  0.134602,  1.333669,  0.662834,  0.417509,  0.068922,  2.578756,  7.017619,  1.095596,  0.001101 
  0.135329,  1.192877,  0.660425,  0.364001,  0.344709,  1.810926,  7.270138,  1.095596,  0.001101 
  0.135163,  0.817203,  0.694524,  0.362177,  0.284624,  2.425400,  7.436961,  1.095596,  0.001101 
  0.137028,  0.612112,  0.663109,  0.369408,  0.310514,  2.375507,  7.220131,  1.095596,  0.001101 
  0.138412,  0.869268,  0.635864,  0.418304,  0.226941,  1.871979,  6.985098,  1.095596,  0.001101 
  0.132737,  1.180115,  0.641758,  0.370665,  0.100463,  1.738931,  7.108631,  1.095596,  0.001101 
  0.130659,  0.602845,  0.640466,  0.371313,  0.290221,  2.581863,  7.321186,  1.095596,  0.001101 
  0.139550,  1.125733,  0.645692,  0.415724,  0.074112,  2.242108,  7.154090,  1.095596,  0.001101 
  0.139828,  1.021643,  0.639632,  0.363857,  0.228659,  1.926161,  7.076606,  1.095596,  0.001101 
  0.129935,  1.113458,  0.651198,  0.413861,  0.093326,  2.055315,  7.098832,  1.095596,  0.001101 
  0.129339,  1.278758,  0.672210,  0.364785,  0.227267,  2.263641,  7.494912,  1.095596,  0.001101 
  0.130326,  1.182879,  0.626902,  0.374336,  0.223400,  1.840293,  7.206389,  1.095596,  0.001101 
  0.136397,  0.860895,  0.665794,  0.403487,  0.202402,  2.413364,  7.148228,  1.095596,  0.001101 
  0.131590,  0.853701,  0.621425,  0.405800,  0.181227,  2.599326,  7.211705,  1.095596,  0.001101 
  0.130541,  1.130204,  0.698038,  0.418068,  0.344078,  2.443957,  7.251575,  1.095596,  0.001101 
  0.131044,  1.019773,  0.695653,  0.366159,  0.146890,  2.632107,  7.258723,  1.095596,  0.001101 
  0.134257,  1.086471,  0.696420,  0.363578,  0.277487,  2.198079,  7.106462,  1.095596,  0.001101 
  0.133557,  1.337855,  0.624488,  0.412056,  0.338440,  1.657482,  7.425359,  1.095596,  0.001101 
  0.135488,  1.399147,  0.673760,  0.363607,  0.325156,  2.460982,  7.001865,  1.095596,  0.001101 
  0.132086,  1.257380,  0.615819,  0.375880,  0.196329,  2.579762,  7.113150,  1.095596,  0.001101 
  0.137151,  1.107768,  0.614811,  0.419387,  0.254765,  2.494988,  7.264218,  1.095596,  0.001101 
  0.129592,  1.114393,  0.696322,  0.406460,  0.318826,  2.504397,  7.483584,  1.095596,  0.001101 
  0.130633,  0.761561,  0.699248,  0.361333,  0.087831,  2.508205,  7.423318,  1.095596,  0.001101 
  0.136369,  0.818747,  0.661319,  0.367962,  0.109548,  2.039953,  6.918332,  1.095596,  0.001101 
  0.136614,  1.249698,  0.692427,  0.362536,  0.121997,  1.575552,  7.414188,  1.095596,  0.001101 
  0.136036,  1.121425,  0.669439,  0.408322,  0.066899,  2.314803,  7.030406,  1.095596,  0.001101 
  0.134210,  0.640482,  0.684030,  0.417259,  0.326398,  2.740909,  6.929689,  1.095596,  0.001101 
  0.130888,  1.273190,  0.643993,  0.373792,  0.154754,  2.547244,  7.447312,  1.095596,  0.001101 
  0.134595,  0.857928,  0.618555,  0.401420,  0.346113,  1.943668,  6.922146,  1.095596,  0.001101 
  0.136713,  1.259778,  0.650864,  0.372303,  0.332666,  1.952333,  7.386925,  1.095596,  0.001101 
  0.131245,  0.861424,  0.654654,  0.398367,  0.075639,  2.112211,  7.004430,  1.095596,  0.001101 
  0.131298,  0.654829,  0.644839,  0.417795,  0.135838,  1.998944,  7.399289,  1.095596,  0.001101 
  0.138389,  1.178570,  0.630416,  0.379350,  0.079669,  2.520153,  6.921873,  1.095596,  0.001101 
  0.135478,  0.618087,  0.635760,  0.366183,  0.130200,  1.885021,  7.381688,  1.095596,  0.001101 
  0.138739,  0.979536,  0.678075,  0.362636,  0.081371,  1.806768,  7.447772,  1.095596,  0.001101 
  0.130028,  1.260550,  0.633122,  0.379434,  0.095883,  2.378176,  7.405330,  1.095596,  0.001101 
  0.131543,  0.809358,  0.642069,  0.366645,  0.213637,  2.193353,  7.326164,  1.095596,  0.001101 
  0.139439,  0.605975,  0.611737,  0.376766,  0.199980,  1.948132,  7.209657,  1.095596,  0.001101 
  0.129436,  1.335457,  0.647547,  0.408374,  0.088312,  1.871060,  7.116691,  1.095596,  0.001101 
  0.133933,  0.972301,  0.614201,  0.361253,  0.219777,  1.571394,  7.060449,  1.095596,  0.001101 
  0.133270,  0.872763,  0.616322,  0.416110,  0.279319,  2.302811,  7.235124,  1.095596,  0.001101 
  0.136085,  1.283189,  0.617992,  0.363757,  0.194912,  2.502515,  7.071110,  1.095596,  0.001101 
