       cb1,       sig,       cb2,       kar,       cw2,       cw3,       cv1,         X,         Y 
  0.138862,  1.333759,  0.617844,  0.413488,  0.351949,  2.362699,  7.064961,  1.095596,  0.001101 
  0.130137,  1.397854,  0.678767,  0.372426,  0.201887,  1.545457,  7.004926,  1.095596,  0.001101 
  0.138375,  1.394928,  0.642220,  0.414709,  0.316154,  2.476097,  7.309872,  1.095596,  0.001101 
  0.139857,  1.255437,  0.685457,  0.360656,  0.334289,  2.255910,  7.333687,  1.095596,  0.001101 
  0.139288,  1.366802,  0.675306,  0.375436,  0.313561,  2.372065,  7.345605,  1.095596,  0.001101 
  0.129249,  1.319980,  0.670899,  0.414869,  0.267948,  2.615579,  7.450754,  1.095596,  0.001101 
  0.135619,  1.389807,  0.657427,  0.388919,  0.341311,  2.123518,  7.417586,  1.095596,  0.001101 
  0.136533,  1.357292,  0.641091,  0.364490,  0.332877,  2.034104,  7.154357,  1.095596,  0.001101 
  0.129495,  1.238936,  0.680651,  0.363560,  0.328196,  2.275211,  7.379009,  1.095596,  0.001101 
  0.131282,  0.603748,  0.690253,  0.367314,  0.351847,  2.720661,  7.453075,  1.095596,  0.001101 
  0.138860,  0.621713,  0.693202,  0.371148,  0.174016,  2.253372,  7.466573,  1.095596,  0.001101 
  0.139720,  0.610251,  0.652974,  0.378379,  0.277861,  2.683723,  7.084688,  1.095596,  0.001101 
  0.134848,  0.633947,  0.641652,  0.400954,  0.063604,  2.109688,  7.371236,  1.095596,  0.001101 
  0.133598,  0.936502,  0.683997,  0.371230,  0.348590,  1.500159,  7.181224,  1.095596,  0.001101 
  0.135305,  0.685240,  0.611358,  0.412747,  0.071209,  2.238973,  6.954014,  1.095596,  0.001101 
  0.139946,  0.901020,  0.694538,  0.415162,  0.303405,  2.706437,  7.235936,  1.095596,  0.001101 
  0.139767,  0.669713,  0.691958,  0.407230,  0.069031,  2.325148,  7.122410,  1.095596,  0.001101 
  0.137058,  0.750148,  0.696712,  0.415915,  0.059696,  2.467812,  7.345468,  1.095596,  0.001101 
  0.131971,  0.617445,  0.697724,  0.394497,  0.056615,  2.457278,  7.058553,  1.095596,  0.001101 
  0.138631,  0.646302,  0.633799,  0.377167,  0.325082,  2.581179,  7.443965,  1.095596,  0.001101 
  0.130433,  0.729054,  0.610346,  0.411149,  0.055503,  2.066447,  7.241051,  1.095596,  0.001101 
  0.131389,  1.227637,  0.639578,  0.367768,  0.177524,  1.504317,  7.081190,  1.095596,  0.001101 
  0.129232,  0.963083,  0.645953,  0.379016,  0.291355,  1.527469,  7.490129,  1.095596,  0.001101 
  0.135759,  0.622363,  0.625084,  0.409661,  0.314892,  2.717904,  7.355058,  1.095596,  0.001101 
  0.139332,  1.221987,  0.669874,  0.390815,  0.345293,  2.663021,  7.212309,  1.095596,  0.001101 
  0.133914,  1.378508,  0.664678,  0.408722,  0.333406,  2.527785,  6.939661,  1.095596,  0.001101 
  0.131354,  0.663088,  0.627419,  0.412542,  0.118355,  2.343560,  7.386502,  1.095596,  0.001101 
  0.139622,  0.780022,  0.639369,  0.361499,  0.256517,  2.674838,  7.489274,  1.095596,  0.001101 
  0.138389,  0.683004,  0.679908,  0.368706,  0.232166,  2.676195,  7.361847,  1.095596,  0.001101 
  0.138783,  0.765431,  0.622170,  0.396027,  0.061011,  2.745870,  7.257430,  1.095596,  0.001101 
