       cb1,       sig,       cb2,       kar,       cw2,       cw3,       cv1,         X,         Y 
  0.130166,  1.347448,  0.629024,  0.402010,  0.064652,  2.675047,  7.433934,  1.095596,  0.001101 
  0.137933,  0.638450,  0.615580,  0.364779,  0.075698,  1.644877,  7.231264,  1.095596,  0.001101 
  0.129100,  1.394188,  0.667312,  0.398690,  0.099655,  2.611930,  7.354244,  1.095596,  0.001101 
  0.137767,  1.377768,  0.619370,  0.418567,  0.116900,  2.604671,  7.451513,  1.095596,  0.001101 
  0.132400,  1.352975,  0.689050,  0.370609,  0.083575,  2.747123,  6.966102,  1.095596,  0.001101 
  0.130241,  0.673648,  0.691059,  0.363751,  0.117266,  1.556826,  7.372139,  1.095596,  0.001101 
  0.134116,  1.366266,  0.673677,  0.418321,  0.076329,  2.521247,  7.310983,  1.095596,  0.001101 
  0.138253,  1.370046,  0.610835,  0.371926,  0.297575,  1.501324,  7.004234,  1.095596,  0.001101 
  0.129395,  0.618047,  0.665629,  0.417718,  0.320275,  2.656052,  7.050088,  1.095596,  0.001101 
  0.135430,  0.760342,  0.656528,  0.366675,  0.057711,  1.703836,  7.358094,  1.095596,  0.001101 
  0.135459,  1.291846,  0.628505,  0.411370,  0.086084,  2.598588,  7.032868,  1.095596,  0.001101 
  0.137159,  1.249414,  0.669315,  0.362352,  0.344740,  2.693604,  6.950686,  1.095596,  0.001101 
  0.133855,  1.262704,  0.693576,  0.416329,  0.112219,  2.663668,  7.015900,  1.095596,  0.001101 
  0.131389,  0.649343,  0.675616,  0.361309,  0.108209,  1.782214,  7.253915,  1.095596,  0.001101 
  0.133767,  0.901337,  0.692794,  0.380830,  0.074172,  1.502243,  7.050246,  1.095596,  0.001101 
  0.133174,  1.310773,  0.624671,  0.365474,  0.059680,  2.683312,  7.176092,  1.095596,  0.001101 
  0.129623,  0.721242,  0.658349,  0.414366,  0.349457,  2.469603,  7.344689,  1.095596,  0.001101 
  0.133651,  0.813789,  0.646628,  0.366461,  0.099370,  1.626976,  7.380228,  1.095596,  0.001101 
  0.138967,  0.630443,  0.681290,  0.373786,  0.336090,  1.561772,  7.412067,  1.095596,  0.001101 
  0.138054,  0.661861,  0.643898,  0.418682,  0.351492,  1.796613,  7.473926,  1.095596,  0.001101 
  0.139177,  1.040828,  0.685571,  0.415658,  0.055772,  2.632981,  7.010462,  1.095596,  0.001101 
  0.137478,  0.604309,  0.684102,  0.388159,  0.213738,  1.539795,  6.950836,  1.095596,  0.001101 
  0.134092,  0.862156,  0.664834,  0.379344,  0.085799,  1.533149,  6.940549,  1.095596,  0.001101 
  0.136196,  1.363990,  0.659097,  0.394010,  0.128679,  2.682305,  7.337024,  1.095596,  0.001101 
  0.135251,  0.624387,  0.636437,  0.419037,  0.179162,  1.526890,  7.457138,  1.095596,  0.001101 
  0.134001,  1.395733,  0.623811,  0.367824,  0.295932,  1.611446,  7.468129,  1.095596,  0.001101 
  0.138892,  0.718926,  0.625379,  0.386370,  0.313655,  2.746204,  7.098636,  1.095596,  0.001101 
  0.139752,  0.741158,  0.684182,  0.371569,  0.086268,  1.648509,  7.331895,  1.095596,  0.001101 
  0.139487,  1.384393,  0.644403,  0.381768,  0.198030,  1.581291,  7.329517,  1.095596,  0.001101 
  0.133397,  0.732460,  0.651472,  0.370177,  0.062041,  1.825061,  7.414452,  1.095596,  0.001101 
  0.131409,  0.831307,  0.674643,  0.376871,  0.067501,  1.692238,  7.209102,  1.095596,  0.001101 
