       cb1,       sig,       cb2,       kar,       cw2,       cw3,       cv1,         X,         Y 
  0.129874,  0.611918,  0.683256,  0.414429,  0.077048,  2.702885,  7.489731,  1.029930,  0.008909 
  0.130890,  1.372737,  0.677156,  0.361248,  0.344675,  1.520197,  7.125201,  1.029930,  0.008909 
  0.132193,  0.951948,  0.689096,  0.360041,  0.081261,  1.581819,  6.929910,  1.029930,  0.008909 
  0.138670,  1.357482,  0.674970,  0.410160,  0.061268,  2.566072,  7.155480,  1.029930,  0.008909 
  0.132051,  1.238855,  0.617396,  0.408714,  0.056526,  2.721266,  7.359803,  1.029930,  0.008909 
  0.138440,  1.393818,  0.614698,  0.364879,  0.139854,  2.668485,  7.100653,  1.029930,  0.008909 
  0.139945,  0.634598,  0.698543,  0.375060,  0.210223,  1.510918,  7.261846,  1.029930,  0.008909 
  0.138845,  0.709180,  0.680707,  0.417899,  0.319965,  1.568908,  7.492919,  1.029930,  0.008909 
  0.131143,  0.649419,  0.612711,  0.381839,  0.059986,  1.500633,  7.101508,  1.029930,  0.008909 
  0.138782,  1.387044,  0.625166,  0.384767,  0.280647,  1.582476,  7.203535,  1.029930,  0.008909 
  0.139596,  1.224575,  0.666129,  0.414722,  0.130268,  2.718378,  6.918436,  1.029930,  0.008909 
  0.129427,  0.647590,  0.649482,  0.418456,  0.092389,  2.620692,  7.275536,  1.029930,  0.008909 
  0.138544,  1.352009,  0.633927,  0.382325,  0.352348,  1.724059,  7.022114,  1.029930,  0.008909 
  0.129743,  1.345411,  0.656510,  0.362469,  0.315528,  1.760997,  7.465800,  1.029930,  0.008909 
  0.136195,  0.675025,  0.699082,  0.362829,  0.064851,  2.046045,  6.977674,  1.029930,  0.008909 
  0.139547,  1.265071,  0.619631,  0.360466,  0.349036,  2.481560,  7.350020,  1.029930,  0.008909 
  0.132839,  0.694223,  0.615051,  0.404908,  0.327359,  1.531970,  7.024679,  1.029930,  0.008909 
  0.137766,  0.628704,  0.668804,  0.376292,  0.067720,  1.779073,  6.907207,  1.029930,  0.008909 
  0.133976,  1.377371,  0.696152,  0.383407,  0.097911,  2.720304,  7.260991,  1.029930,  0.008909 
