       cb1,       sig,       cb2,       kar,       cw2,       cw3,       cv1,         X,         Y 
  0.136487,  1.385907,  0.661679,  0.404991,  0.056212,  2.740565,  7.083080,  1.106006,  0.001201 
  0.131811,  1.378212,  0.682205,  0.418421,  0.130198,  2.671808,  7.453270,  1.106006,  0.001201 
  0.129935,  0.922672,  0.611970,  0.363323,  0.093948,  1.525753,  7.473571,  1.106006,  0.001201 
  0.132460,  1.362781,  0.650425,  0.392205,  0.104173,  2.718244,  7.292539,  1.106006,  0.001201 
  0.130248,  1.293469,  0.668179,  0.410860,  0.089735,  2.661567,  7.034288,  1.106006,  0.001201 
  0.130456,  0.678684,  0.638506,  0.401732,  0.351424,  1.570700,  7.061155,  1.106006,  0.001201 
  0.136369,  0.629437,  0.615541,  0.368831,  0.110129,  1.548598,  7.127167,  1.106006,  0.001201 
  0.133896,  0.914353,  0.654255,  0.369000,  0.056932,  1.587156,  7.395857,  1.106006,  0.001201 
  0.129375,  1.367048,  0.623772,  0.370207,  0.330589,  1.515074,  7.179265,  1.106006,  0.001201 
  0.139916,  1.372481,  0.653923,  0.372026,  0.350793,  2.587603,  7.115257,  1.106006,  0.001201 
  0.130046,  0.635452,  0.620575,  0.365609,  0.116100,  1.623920,  7.062025,  1.106006,  0.001201 
  0.134209,  1.291328,  0.698307,  0.379653,  0.077591,  2.724853,  7.060925,  1.106006,  0.001201 
  0.132910,  1.268120,  0.640280,  0.375303,  0.346111,  2.742753,  7.346138,  1.106006,  0.001201 
  0.137409,  1.340426,  0.622689,  0.381708,  0.073072,  2.569133,  7.259185,  1.106006,  0.001201 
  0.137767,  0.636130,  0.689203,  0.410160,  0.231234,  1.526672,  7.455741,  1.106006,  0.001201 
  0.137627,  1.361805,  0.679552,  0.412040,  0.114899,  2.538628,  7.117714,  1.106006,  0.001201 
  0.129204,  1.358472,  0.628645,  0.399668,  0.107483,  2.545981,  7.380943,  1.106006,  0.001201 
  0.138542,  1.388698,  0.620650,  0.419749,  0.161034,  1.564223,  7.372085,  1.106006,  0.001201 
  0.136946,  1.352741,  0.672168,  0.384150,  0.323172,  1.522426,  7.074532,  1.106006,  0.001201 
  0.136174,  1.034985,  0.637780,  0.367414,  0.080535,  1.561859,  7.438708,  1.106006,  0.001201 
  0.139257,  0.681990,  0.669921,  0.414069,  0.277486,  1.533630,  7.176140,  1.106006,  0.001201 
  0.139744,  1.396800,  0.696159,  0.414482,  0.068350,  2.329077,  7.034611,  1.106006,  0.001201 
  0.139294,  0.770500,  0.616849,  0.408286,  0.328953,  2.675966,  7.472716,  1.106006,  0.001201 
  0.129748,  0.732145,  0.641657,  0.411297,  0.340501,  2.542786,  6.944971,  1.106006,  0.001201 
  0.129453,  0.704168,  0.695971,  0.413084,  0.346763,  2.251918,  7.384664,  1.106006,  0.001201 
  0.133315,  0.642728,  0.651000,  0.366132,  0.187046,  1.519188,  7.086500,  1.106006,  0.001201 
  0.129270,  1.388021,  0.680089,  0.409448,  0.316422,  1.657138,  7.459606,  1.106006,  0.001201 
  0.138765,  0.615577,  0.642832,  0.376180,  0.349314,  1.653330,  7.431208,  1.106006,  0.001201 
  0.135006,  1.088554,  0.675376,  0.372597,  0.091167,  1.509384,  7.250586,  1.106006,  0.001201 
  0.133243,  0.713205,  0.689125,  0.372730,  0.068078,  1.753423,  7.459836,  1.106006,  0.001201 
  0.137703,  1.273119,  0.663211,  0.377135,  0.269500,  1.506102,  6.931645,  1.106006,  0.001201 
  0.139899,  1.313154,  0.631830,  0.394913,  0.235313,  1.544441,  7.088037,  1.106006,  0.001201 
  0.138387,  0.809288,  0.657652,  0.360467,  0.155986,  1.640945,  6.976709,  1.106006,  0.001201 
  0.136829,  1.371153,  0.630753,  0.416054,  0.246812,  1.605319,  7.344133,  1.106006,  0.001201 
  0.138832,  1.348826,  0.668833,  0.402614,  0.075060,  2.430745,  7.435835,  1.106006,  0.001201 
  0.131393,  1.235889,  0.670988,  0.393190,  0.058804,  2.579418,  7.150386,  1.106006,  0.001201 
  0.130065,  0.803665,  0.646695,  0.372440,  0.143856,  1.531048,  6.960036,  1.106006,  0.001201 
  0.135304,  1.254017,  0.648252,  0.410091,  0.083412,  2.528387,  7.332409,  1.106006,  0.001201 
  0.129957,  1.399117,  0.638800,  0.361661,  0.199978,  2.733212,  7.280750,  1.106006,  0.001201 
  0.129823,  0.603140,  0.693462,  0.389490,  0.074110,  1.504263,  7.205399,  1.106006,  0.001201 
  0.139705,  0.747089,  0.660279,  0.380291,  0.060588,  1.594027,  7.219185,  1.106006,  0.001201 
  0.136142,  1.393386,  0.677139,  0.399820,  0.156401,  2.650888,  7.310060,  1.106006,  0.001201 
  0.132633,  1.346144,  0.642691,  0.364454,  0.258997,  1.593634,  7.411654,  1.106006,  0.001201 
  0.135459,  0.826467,  0.667105,  0.362030,  0.207604,  1.501637,  7.022686,  1.106006,  0.001201 
  0.132854,  1.134712,  0.694004,  0.408086,  0.059957,  2.585502,  7.320060,  1.106006,  0.001201 
  0.133905,  0.826887,  0.629734,  0.381759,  0.082130,  1.596610,  6.926530,  1.106006,  0.001201 
