       cb1,       sig,       cb2,       kar,       cw2,       cw3,       cv1,         X,         Y 
  0.134915,  1.317413,  0.693083,  0.419999,  0.061001,  2.712178,  7.244728,  1.106006,  0.001201 
  0.139803,  1.363300,  0.678545,  0.367263,  0.067153,  2.627009,  6.999077,  1.106006,  0.001201 
  0.138822,  0.662411,  0.626414,  0.364027,  0.070003,  1.676692,  7.297400,  1.106006,  0.001201 
  0.135532,  1.397786,  0.655393,  0.393258,  0.114852,  2.693025,  7.403160,  1.106006,  0.001201 
  0.131012,  1.338039,  0.668117,  0.398013,  0.087181,  2.643640,  7.419151,  1.106006,  0.001201 
  0.131935,  1.399697,  0.666463,  0.417569,  0.070308,  2.465557,  7.474352,  1.106006,  0.001201 
  0.139665,  1.392909,  0.615096,  0.371249,  0.285997,  1.554086,  6.958252,  1.106006,  0.001201 
  0.133312,  1.384577,  0.699756,  0.369889,  0.107433,  2.690076,  7.031282,  1.106006,  0.001201 
  0.129045,  0.624205,  0.691185,  0.408409,  0.055083,  2.664123,  7.422693,  1.106006,  0.001201 
  0.130706,  0.633290,  0.618488,  0.375646,  0.067052,  1.561570,  7.471363,  1.106006,  0.001201 
  0.138809,  0.809686,  0.657400,  0.370344,  0.082332,  1.525901,  7.069543,  1.106006,  0.001201 
  0.139375,  0.628900,  0.697055,  0.362815,  0.085858,  1.950737,  7.204520,  1.106006,  0.001201 
  0.129992,  1.362040,  0.682053,  0.372918,  0.196232,  1.501217,  7.158019,  1.106006,  0.001201 
  0.132657,  0.933914,  0.685500,  0.381384,  0.060192,  1.557281,  7.143637,  1.106006,  0.001201 
  0.135137,  0.859719,  0.643573,  0.360127,  0.056081,  1.810074,  7.060535,  1.106006,  0.001201 
  0.129820,  1.358158,  0.618206,  0.415106,  0.349420,  2.737229,  7.339411,  1.106006,  0.001201 
  0.138796,  1.241368,  0.674743,  0.408539,  0.110990,  2.690558,  7.132071,  1.106006,  0.001201 
  0.135704,  1.371958,  0.631255,  0.362358,  0.317866,  1.588487,  7.182753,  1.106006,  0.001201 
  0.131251,  1.389576,  0.680742,  0.384592,  0.335111,  1.581353,  7.304052,  1.106006,  0.001201 
  0.138429,  1.346596,  0.661775,  0.392903,  0.228254,  1.514347,  7.237738,  1.106006,  0.001201 
  0.130976,  0.777170,  0.621463,  0.363758,  0.089496,  1.795587,  6.974286,  1.106006,  0.001201 
  0.132727,  0.846488,  0.651770,  0.367283,  0.088565,  1.662363,  7.447973,  1.106006,  0.001201 
  0.136149,  1.307272,  0.688950,  0.413455,  0.087935,  2.505909,  7.058581,  1.106006,  0.001201 
  0.131327,  1.301115,  0.660652,  0.415318,  0.056671,  2.423541,  7.114852,  1.106006,  0.001201 
  0.139493,  1.386468,  0.639512,  0.399136,  0.112278,  2.510461,  7.279505,  1.106006,  0.001201 
  0.137655,  0.613781,  0.644129,  0.399625,  0.274701,  1.591506,  7.302191,  1.106006,  0.001201 
  0.130290,  0.614247,  0.661729,  0.419322,  0.246276,  1.691660,  7.467520,  1.106006,  0.001201 
  0.139196,  0.950315,  0.622722,  0.361216,  0.134138,  1.576932,  7.360811,  1.106006,  0.001201 
  0.138115,  1.398721,  0.694019,  0.360261,  0.194161,  1.611507,  7.093386,  1.106006,  0.001201 
  0.130208,  1.060114,  0.656124,  0.361442,  0.305130,  2.748110,  7.361630,  1.106006,  0.001201 
  0.131595,  1.378867,  0.651611,  0.390086,  0.104884,  2.517594,  7.082668,  1.106006,  0.001201 
  0.129883,  1.037009,  0.696306,  0.364440,  0.075254,  1.693000,  7.335805,  1.106006,  0.001201 
  0.137773,  1.380127,  0.611116,  0.384356,  0.151825,  2.726796,  7.486478,  1.106006,  0.001201 
  0.139971,  0.692915,  0.668485,  0.404284,  0.300795,  1.539250,  7.403095,  1.106006,  0.001201 
  0.135030,  1.066251,  0.694901,  0.363252,  0.186650,  1.500035,  7.412564,  1.106006,  0.001201 
  0.129314,  1.115472,  0.670927,  0.369989,  0.110609,  1.529971,  7.347708,  1.106006,  0.001201 
  0.133730,  1.287418,  0.653714,  0.378691,  0.351836,  2.675546,  7.045909,  1.106006,  0.001201 
  0.139934,  0.603355,  0.641793,  0.417930,  0.338612,  1.836289,  7.002827,  1.106006,  0.001201 
  0.139132,  0.639934,  0.689187,  0.387407,  0.192553,  1.571505,  7.017116,  1.106006,  0.001201 
  0.135508,  0.700210,  0.644045,  0.414834,  0.311429,  2.644664,  7.235482,  1.106006,  0.001201 
  0.137586,  0.649019,  0.658376,  0.380069,  0.344230,  1.600697,  7.178874,  1.106006,  0.001201 
  0.139531,  1.178776,  0.669554,  0.418574,  0.090779,  2.438859,  6.964940,  1.106006,  0.001201 
  0.131090,  0.711652,  0.635627,  0.417725,  0.266310,  1.536142,  7.030887,  1.106006,  0.001201 
  0.139953,  0.840778,  0.613970,  0.361798,  0.249966,  2.739838,  7.089996,  1.106006,  0.001201 
  0.129061,  0.979213,  0.674369,  0.418342,  0.351048,  1.658074,  7.381084,  1.106006,  0.001201 
  0.129895,  0.679603,  0.633269,  0.380220,  0.322553,  1.548966,  6.900120,  1.106006,  0.001201 
  0.131164,  0.721751,  0.669516,  0.368140,  0.068029,  1.965224,  6.912943,  1.106006,  0.001201 
  0.129727,  1.268619,  0.644921,  0.372063,  0.063327,  2.635456,  7.318520,  1.106006,  0.001201 
  0.130126,  1.290851,  0.659016,  0.411132,  0.120094,  2.557159,  7.149133,  1.106006,  0.001201 
  0.130632,  0.751625,  0.654765,  0.414738,  0.327682,  2.509541,  7.412743,  1.106006,  0.001201 
  0.134136,  0.652758,  0.614344,  0.419674,  0.329732,  2.443061,  7.318678,  1.106006,  0.001201 
  0.139511,  0.673832,  0.681612,  0.378860,  0.298413,  2.694059,  7.337694,  1.106006,  0.001201 
  0.135271,  1.079623,  0.673041,  0.417155,  0.100615,  2.718174,  7.452858,  1.106006,  0.001201 
  0.129626,  0.838137,  0.622261,  0.411406,  0.339365,  1.712782,  6.923022,  1.106006,  0.001201 
  0.139150,  1.394271,  0.646490,  0.413862,  0.343069,  2.293600,  7.018495,  1.106006,  0.001201 
  0.135318,  0.801069,  0.682770,  0.415743,  0.331834,  1.547915,  7.082517,  1.106006,  0.001201 
  0.132025,  0.746768,  0.627131,  0.383314,  0.057419,  1.721973,  7.161561,  1.106006,  0.001201 
  0.135183,  0.652027,  0.664226,  0.381665,  0.116302,  1.509752,  7.276847,  1.106006,  0.001201 
  0.139032,  0.607074,  0.619534,  0.377627,  0.314411,  2.577335,  6.938015,  1.106006,  0.001201 
  0.129635,  1.314019,  0.650698,  0.360871,  0.081125,  1.524780,  7.023596,  1.106006,  0.001201 
