       cb1,       sig,       cb2,       kar,       cw2,       cw3,       cv1,         X,         Y 
  0.131987,  1.390893,  0.620273,  0.390566,  0.175177,  1.536401,  7.160927,  0.939439,  0.014660 
  0.135443,  1.385284,  0.682376,  0.390673,  0.307375,  2.731694,  7.197047,  0.939439,  0.014660 
  0.136980,  0.825817,  0.640253,  0.400383,  0.351909,  1.512024,  7.348784,  0.939439,  0.014660 
  0.135693,  0.739366,  0.670695,  0.400565,  0.222215,  1.842019,  7.189777,  0.939439,  0.014660 
  0.139989,  0.608221,  0.666238,  0.390316,  0.099115,  2.534353,  7.207945,  0.939439,  0.014660 
  0.133930,  1.223276,  0.690688,  0.400509,  0.269656,  2.278497,  7.400126,  0.939439,  0.014660 
  0.130647,  1.111301,  0.649515,  0.400551,  0.068523,  2.157265,  7.014470,  0.939439,  0.014660 
  0.138674,  1.272009,  0.685419,  0.403749,  0.089203,  1.509792,  7.394157,  0.939439,  0.014660 
  0.135491,  0.912267,  0.635236,  0.390409,  0.228443,  1.523578,  7.292656,  0.939439,  0.014660 
  0.139605,  0.648364,  0.681374,  0.400072,  0.167992,  1.993537,  7.291069,  0.939439,  0.014660 
  0.131113,  0.713110,  0.669422,  0.390551,  0.289789,  2.456099,  7.221457,  0.939439,  0.014660 
  0.139005,  1.088459,  0.647551,  0.390612,  0.298847,  1.731291,  7.324114,  0.939439,  0.014660 
  0.139722,  0.830816,  0.675793,  0.404014,  0.307294,  2.181118,  7.225682,  0.939439,  0.014660 
  0.134189,  0.754405,  0.617163,  0.400661,  0.197790,  2.727930,  7.330680,  0.939439,  0.014660 
  0.138449,  0.728027,  0.622916,  0.404164,  0.191908,  1.982333,  7.399710,  0.939439,  0.014660 
  0.134181,  1.079193,  0.632132,  0.390634,  0.286167,  1.654044,  7.407526,  0.939439,  0.014660 
  0.137215,  1.331512,  0.651647,  0.396745,  0.227894,  2.382923,  7.176896,  0.939439,  0.014660 
  0.130412,  1.325496,  0.645391,  0.396735,  0.253723,  2.567090,  7.214568,  0.939439,  0.014660 
  0.132331,  1.383902,  0.634033,  0.419932,  0.326548,  2.499165,  7.383467,  0.939439,  0.014660 
  0.129706,  0.965145,  0.676259,  0.400647,  0.299718,  2.606304,  7.452396,  0.939439,  0.014660 
  0.133629,  0.743512,  0.624989,  0.379917,  0.090851,  2.547527,  7.230444,  0.939439,  0.014660 
  0.131738,  0.956041,  0.635069,  0.403882,  0.065104,  1.753831,  7.290652,  0.939439,  0.014660 
  0.137646,  1.281235,  0.662095,  0.400633,  0.173691,  1.652206,  7.223361,  0.939439,  0.014660 
  0.130378,  0.613451,  0.671173,  0.380109,  0.213157,  2.003647,  6.917136,  0.939439,  0.014660 
  0.132134,  1.339356,  0.614627,  0.400397,  0.148368,  1.756194,  7.224999,  0.939439,  0.014660 
  0.138104,  0.735261,  0.655477,  0.400051,  0.092480,  1.737375,  7.092019,  0.939439,  0.014660 
  0.133017,  0.682790,  0.644861,  0.390187,  0.123540,  2.209566,  6.926231,  0.939439,  0.014660 
  0.129865,  0.950838,  0.698091,  0.400251,  0.259808,  2.037215,  7.159339,  0.939439,  0.014660 
  0.130909,  0.797704,  0.681030,  0.390649,  0.165008,  2.198887,  7.011568,  0.939439,  0.014660 
  0.135142,  0.654582,  0.618803,  0.403896,  0.218894,  2.436667,  7.058421,  0.939439,  0.014660 
