       cb1,       sig,       cb2,       kar,       cw2,       cw3,       cv1,         X,         Y 
  0.138162,  0.871312,  0.694023,  0.402191,  0.062802,  1.610368,  6.926576,  0.939439,  0.014660 
  0.131339,  1.246702,  0.672976,  0.360869,  0.331235,  1.994721,  7.290293,  0.939439,  0.014660 
  0.129429,  1.109081,  0.654020,  0.361247,  0.345048,  1.650326,  7.225294,  0.939439,  0.014660 
  0.134759,  1.239305,  0.696068,  0.392034,  0.348631,  2.396230,  7.177054,  0.939439,  0.014660 
  0.132947,  0.684755,  0.653415,  0.382424,  0.076236,  2.093982,  7.388575,  0.939439,  0.014660 
  0.133825,  0.863387,  0.664198,  0.360041,  0.079981,  1.645862,  7.065066,  0.939439,  0.014660 
  0.136480,  1.246052,  0.698296,  0.373698,  0.286640,  2.643464,  7.111775,  0.939439,  0.014660 
  0.129943,  1.111682,  0.675285,  0.392379,  0.323257,  2.389533,  7.310228,  0.939439,  0.014660 
  0.132170,  1.117006,  0.637512,  0.376091,  0.325122,  2.079889,  7.435564,  0.939439,  0.014660 
  0.139966,  0.743852,  0.685118,  0.383420,  0.080897,  2.286202,  7.157608,  0.939439,  0.014660 
  0.138353,  1.119404,  0.626608,  0.401527,  0.330788,  2.382181,  6.939550,  0.939439,  0.014660 
  0.137514,  1.247596,  0.658363,  0.417899,  0.320380,  1.686739,  7.357771,  0.939439,  0.014660 
  0.130136,  1.240691,  0.665523,  0.379183,  0.314477,  2.160769,  6.974514,  0.939439,  0.014660 
  0.138698,  1.110101,  0.621805,  0.414068,  0.313357,  2.532867,  6.923710,  0.939439,  0.014660 
  0.136866,  0.743328,  0.653001,  0.397461,  0.082810,  1.855982,  7.386441,  0.939439,  0.014660 
  0.135515,  0.686300,  0.661658,  0.374488,  0.105247,  2.549804,  7.271119,  0.939439,  0.014660 
  0.135867,  1.143547,  0.655005,  0.416795,  0.347580,  2.159149,  7.453150,  0.939439,  0.014660 
  0.133848,  0.745275,  0.694091,  0.375772,  0.100810,  1.588441,  6.940434,  0.939439,  0.014660 
  0.130279,  1.254181,  0.685320,  0.363321,  0.285717,  2.553262,  7.072243,  0.939439,  0.014660 
  0.129278,  1.251742,  0.645467,  0.371803,  0.216840,  1.918874,  7.386255,  0.939439,  0.014660 
  0.138068,  1.391766,  0.697894,  0.388329,  0.321560,  1.991788,  7.070195,  0.939439,  0.014660 
