VARIABLES = "X", "Y", "obj_func", "sens_cb1", sens_sig", "sens_cb2","sens_kar", "sens_cw2", sens_cw3", "sens_cv1", "sens_x", "sens_y"
9.124302E-01      2.709267E-02      5.667591E-01      -2.152418E+00     -2.635515E-01     -2.312239E-02     -1.711700E+00     -1.988128E-01     5.337059E-03      -6.367880E-04     -1.054233E+00     -1.078008E+01     
9.124302E-01      2.709267E-02      3.850741E-01      -3.640063E+00     -1.499366E-01     -4.406401E-02     -1.710821E+00     -2.078116E-01     2.917750E-03      -7.345027E-03     -1.614871E+00     -1.065911E+01     
9.124302E-01      2.709267E-02      4.717495E-01      -3.123712E+00     -2.198927E-01     -2.865336E-02     -1.447649E+00     -2.057003E-01     2.320747E-03      -3.842476E-03     -1.302180E+00     -1.053142E+01     
9.124302E-01      2.709267E-02      4.966881E-01      -2.976768E+00     -2.438405E-01     -2.194839E-02     -1.577617E+00     -2.026217E-01     5.187220E-03      -3.341195E-03     -1.344534E+00     -1.090837E+01     
9.124302E-01      2.709267E-02      4.388751E-01      -3.259241E+00     -1.205976E-01     -2.859542E-02     -1.791211E+00     -1.738120E-01     6.259996E-03      -4.162080E-03     -1.503515E+00     -1.061805E+01     
9.124302E-01      2.709267E-02      5.211979E-01      -2.780638E+00     -1.719772E-01     -1.645190E-02     -1.825817E+00     -1.589368E-01     1.649877E-03      -1.550167E-03     -1.345881E+00     -1.090772E+01     
9.124302E-01      2.709267E-02      5.504873E-01      -2.334476E+00     -2.461284E-01     -1.838040E-02     -1.521238E+00     -1.936240E-01     5.575904E-03      -5.261396E-04     -1.052092E+00     -1.053923E+01     
9.124302E-01      2.709267E-02      4.551187E-01      -3.121839E+00     -1.230857E-01     -3.187834E-02     -2.091354E+00     -1.843939E-01     7.998794E-03      -4.120142E-03     -1.571109E+00     -1.105806E+01     
9.124302E-01      2.709267E-02      4.494476E-01      -3.339138E+00     -2.028542E-01     -3.230206E-02     -1.595104E+00     -2.131188E-01     3.201441E-03      -4.698282E-03     -1.440251E+00     -1.075309E+01     
9.124302E-01      2.709267E-02      5.228141E-01      -2.595183E+00     -3.307887E-01     -3.064495E-02     -1.371030E+00     -2.220679E-01     3.835291E-03      -2.115938E-03     -1.083442E+00     -1.054634E+01     
9.124302E-01      2.709267E-02      4.216693E-01      -3.387511E+00     -1.478185E-01     -3.915688E-02     -1.715505E+00     -2.021174E-01     7.778121E-03      -6.516307E-03     -1.496179E+00     -1.068279E+01     
