       cb1,       sig,       cb2,       kar,       cw2,       cw3,       cv1,         X,         Y 
  0.137273,  1.381879,  0.647827,  0.413393,  0.307489,  1.566930,  7.208999,  0.957057,  0.003434 
  0.129289,  0.629433,  0.695462,  0.413818,  0.066805,  2.525843,  7.253208,  0.957057,  0.003434 
  0.129525,  0.916950,  0.651398,  0.367538,  0.348827,  1.518219,  7.425771,  0.957057,  0.003434 
  0.139443,  0.649254,  0.638193,  0.414439,  0.055074,  2.659241,  7.151018,  0.957057,  0.003434 
  0.138103,  1.363129,  0.612492,  0.400487,  0.310464,  1.669036,  6.974971,  0.957057,  0.003434 
  0.138993,  1.398896,  0.655099,  0.395080,  0.349614,  2.671933,  7.103634,  0.957057,  0.003434 
  0.134393,  1.344514,  0.698333,  0.412847,  0.347436,  1.632098,  6.925453,  0.957057,  0.003434 
  0.139903,  1.365364,  0.669216,  0.403626,  0.081004,  1.593759,  7.041472,  0.957057,  0.003434 
  0.129111,  1.297245,  0.692577,  0.404590,  0.333249,  2.713205,  7.044130,  0.957057,  0.003434 
  0.139218,  1.354065,  0.614396,  0.414625,  0.271557,  1.746896,  7.012923,  0.957057,  0.003434 
  0.130661,  0.613934,  0.642378,  0.376977,  0.103821,  2.743535,  7.482925,  0.957057,  0.003434 
  0.131964,  1.376176,  0.625653,  0.382333,  0.331958,  1.736523,  7.244257,  0.957057,  0.003434 
  0.139682,  1.379956,  0.688841,  0.417579,  0.220387,  2.181098,  7.497178,  0.957057,  0.003434 
  0.137563,  1.216241,  0.622785,  0.417463,  0.352850,  1.920734,  7.055696,  0.957057,  0.003434 
  0.131097,  1.380403,  0.671046,  0.364021,  0.326410,  1.941479,  7.367941,  0.957057,  0.003434 
  0.130967,  0.783868,  0.667471,  0.384493,  0.345909,  2.732068,  7.411812,  0.957057,  0.003434 
  0.139961,  1.395170,  0.610704,  0.384091,  0.289944,  1.933558,  7.130350,  0.957057,  0.003434 
  0.136681,  1.289644,  0.625440,  0.418545,  0.325718,  2.661692,  7.414319,  0.957057,  0.003434 
  0.130334,  0.810246,  0.653334,  0.360773,  0.077931,  2.682481,  7.132850,  0.957057,  0.003434 
  0.135938,  0.777690,  0.617219,  0.416699,  0.072110,  1.564479,  6.944167,  0.957057,  0.003434 
  0.139330,  0.678680,  0.668730,  0.360109,  0.275322,  2.555779,  7.210953,  0.957057,  0.003434 
  0.134622,  1.283954,  0.677860,  0.365456,  0.058758,  2.046955,  7.257173,  0.957057,  0.003434 
  0.132874,  1.335288,  0.663719,  0.369537,  0.345400,  1.861081,  7.120702,  0.957057,  0.003434 
  0.131792,  1.390659,  0.674266,  0.400124,  0.079567,  1.605269,  7.443112,  0.957057,  0.003434 
  0.135561,  1.373900,  0.636292,  0.406593,  0.319083,  1.961130,  6.904570,  0.957057,  0.003434 
  0.131019,  1.179959,  0.631354,  0.418941,  0.329878,  1.787336,  7.100552,  0.957057,  0.003434 
  0.139867,  1.306390,  0.638865,  0.416960,  0.190630,  1.790530,  6.906617,  0.957057,  0.003434 
  0.138643,  0.664672,  0.616303,  0.407906,  0.079302,  2.035714,  7.388838,  0.957057,  0.003434 
  0.130964,  1.358211,  0.683677,  0.372503,  0.068304,  2.198867,  7.353652,  0.957057,  0.003434 
  0.137845,  1.369551,  0.638548,  0.385323,  0.341533,  2.106127,  7.491775,  0.957057,  0.003434 
