       cb1,       sig,       cb2,       kar,       cw2,       cw3,       cv1,         X,         Y 
  0.139636,  1.340670,  0.611693,  0.382139,  0.070244,  2.702483,  7.298806,  0.977878,  0.002120 
  0.139262,  0.698681,  0.689935,  0.361262,  0.179178,  1.533800,  6.975635,  0.977878,  0.002120 
  0.138160,  1.372359,  0.651515,  0.370474,  0.344756,  2.713512,  7.160833,  0.977878,  0.002120 
  0.137977,  0.619181,  0.611973,  0.412432,  0.318500,  1.544304,  7.080353,  0.977878,  0.002120 
  0.134467,  0.622487,  0.697065,  0.407250,  0.335638,  1.595992,  7.283023,  0.977878,  0.002120 
  0.133278,  1.134590,  0.682936,  0.411182,  0.064667,  2.696093,  6.985706,  0.977878,  0.002120 
  0.131693,  0.704046,  0.685557,  0.416180,  0.350068,  1.712147,  7.050310,  0.977878,  0.002120 
  0.135486,  0.714424,  0.667075,  0.360748,  0.129703,  1.668118,  7.301493,  0.977878,  0.002120 
  0.139600,  1.260967,  0.664046,  0.363450,  0.210956,  1.520452,  7.090892,  0.977878,  0.002120 
  0.133690,  1.054724,  0.663220,  0.362543,  0.066479,  1.556558,  7.221961,  0.977878,  0.002120 
  0.131521,  0.698004,  0.619867,  0.381118,  0.055799,  1.631398,  6.958020,  0.977878,  0.002120 
  0.137111,  1.354489,  0.638264,  0.388222,  0.081078,  2.594556,  6.946052,  0.977878,  0.002120 
  0.138941,  1.299159,  0.638492,  0.373762,  0.238265,  1.510736,  7.037731,  0.977878,  0.002120 
  0.135837,  0.972135,  0.670633,  0.365615,  0.082965,  1.570476,  7.384933,  0.977878,  0.002120 
  0.139095,  1.366506,  0.682009,  0.379021,  0.086100,  2.618496,  7.206997,  0.977878,  0.002120 
  0.139791,  0.960525,  0.697794,  0.373103,  0.063615,  1.543122,  7.199827,  0.977878,  0.002120 
  0.139076,  1.218046,  0.681550,  0.409470,  0.055412,  2.488949,  7.010167,  0.977878,  0.002120 
  0.132837,  1.392247,  0.694061,  0.405229,  0.091738,  2.505974,  7.173139,  0.977878,  0.002120 
  0.136141,  0.873587,  0.637723,  0.364225,  0.099682,  1.637088,  6.902087,  0.977878,  0.002120 
  0.132218,  1.114729,  0.643719,  0.400542,  0.055514,  2.731106,  6.904220,  0.977878,  0.002120 
  0.129671,  0.855812,  0.688604,  0.382583,  0.074824,  1.564786,  7.340846,  0.977878,  0.002120 
  0.134716,  1.385771,  0.654810,  0.407125,  0.059314,  2.407894,  7.209626,  0.977878,  0.002120 
  0.129828,  0.741236,  0.637789,  0.416546,  0.291714,  1.504389,  6.954751,  0.977878,  0.002120 
  0.133304,  0.777571,  0.680027,  0.373448,  0.117282,  1.518920,  7.466024,  0.977878,  0.002120 
  0.134591,  0.639476,  0.684263,  0.394826,  0.347876,  1.608071,  7.213994,  0.977878,  0.002120 
  0.135442,  1.157446,  0.676718,  0.415468,  0.090400,  2.631057,  7.054132,  0.977878,  0.002120 
  0.136533,  0.620170,  0.671770,  0.401306,  0.322617,  2.643880,  7.035505,  0.977878,  0.002120 
  0.131310,  0.680879,  0.686893,  0.364517,  0.155588,  1.611178,  7.451922,  0.977878,  0.002120 
  0.138849,  1.388942,  0.613759,  0.418113,  0.155893,  2.513458,  7.063809,  0.977878,  0.002120 
  0.132333,  1.159356,  0.687754,  0.365506,  0.110367,  1.500275,  7.027689,  0.977878,  0.002120 
  0.130542,  0.900737,  0.658551,  0.412612,  0.343663,  1.561329,  7.369272,  0.977878,  0.002120 
  0.137222,  0.602002,  0.634368,  0.419780,  0.193018,  1.626146,  7.068205,  0.977878,  0.002120 
  0.137832,  0.674782,  0.662056,  0.365876,  0.133626,  1.801123,  7.064599,  0.977878,  0.002120 
  0.134887,  1.393264,  0.666517,  0.401641,  0.160193,  2.687515,  6.975362,  0.977878,  0.002120 
  0.130334,  0.627364,  0.630125,  0.365396,  0.108530,  2.660380,  6.995203,  0.977878,  0.002120 
  0.136551,  1.332500,  0.628233,  0.360119,  0.143986,  1.538527,  7.151739,  0.977878,  0.002120 
  0.130607,  1.381748,  0.684215,  0.372082,  0.255159,  1.582731,  7.077120,  0.977878,  0.002120 
  0.129082,  1.264096,  0.612710,  0.391467,  0.094364,  2.639679,  7.096567,  0.977878,  0.002120 
  0.139873,  0.739298,  0.695069,  0.389536,  0.343168,  2.626243,  7.449875,  0.977878,  0.002120 
  0.139020,  1.396027,  0.662208,  0.390685,  0.319116,  1.575378,  7.285616,  0.977878,  0.002120 
  0.136682,  1.346997,  0.695245,  0.415671,  0.175290,  2.680425,  7.287908,  0.977878,  0.002120 
  0.129515,  0.898529,  0.630762,  0.387358,  0.064057,  1.641508,  7.320882,  0.977878,  0.002120 
  0.129799,  1.361398,  0.698045,  0.362304,  0.056302,  2.182237,  7.404322,  0.977878,  0.002120 
  0.135155,  0.603872,  0.654248,  0.364657,  0.286387,  1.524916,  7.477539,  0.977878,  0.002120 
  0.139977,  0.609914,  0.667626,  0.368341,  0.075475,  2.169501,  6.961712,  0.977878,  0.002120 
  0.132299,  0.802947,  0.640963,  0.418174,  0.345855,  2.347804,  7.295631,  0.977878,  0.002120 
